"id","setor","subSetor","empName","ultBal","codigo","roic","cresRec5a","nAcoes","divBruta","disponib","ativCirc","ativos","patLiq","recLiq12m","ebit12m","LucLiq12m","recLiq3m","ebit3m","LucLiq3m","ultInsert","ultAt"
"1971","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","ODONTOPREV ON NM","2023-12-31","ODPV3","33.6","4","552496000","0","372024000","517175000","2163970000","1386990000","2118670000","592628000","511394000","509935000","70024000","114577000","2024-02-29 11:24:38","2024-02-29 11:24:38"
"1972","Bebidas","Cervejas e Refrigerantes","AMBEV S/A ON","2023-12-31","ABEV3","17.9","12.1","15753800000","3501070000","16336200000","36563000000","132644000000","78969300000","79736900000","17008600000","14501900000","19989200000","4959180000","4387660000","2024-02-29 11:24:44","2024-02-29 11:24:44"
"1973","Máquinas e Equipamentos","Máq. e Equip. Industriais","KEPLER WEBER SA ON","2023-12-31","KEPL3","26.5","33.6","179720000","196774000","355235000","981908000","1471280000","726203000","1512130000","263353000","254214000","502205000","98273000","103024000","2024-02-29 11:28:22","2024-02-29 11:28:22"
"1974","Energia Elétrica","Energia Elétrica","AMPLA ENERG ON","2023-12-31","CBEE3","5.5","8","254035000","5952230000","186264000","3110980000","17656700000","5340880000","7796490000","900987000","-191679000","2024800000","258249000","-36816000","2024-02-29 11:29:59","2024-02-29 11:29:59"
"1975","Madeira e Papel","Papel e Celulose","Suzano Papel ON","2023-12-31","SUZB3","8.7","14.3","1304120000","77172700000","21169800000","38569100000","143593000000","44692800000","39755600000","10159300000","14084800000","10371500000","2269450000","4507340000","2024-02-29 11:30:39","2024-02-29 11:30:39"
"1976","Computadores e Equipamentos","Computadores e Equipamentos","INTELBRAS ON NM","2023-12-31","INTB3","17.7","27.8","327611000","927327000","1306080000","3613750000","4888290000","2600820000","4103680000","478546000","544231000","1162420000","113249000","184283000","2024-02-29 11:30:43","2024-02-29 11:30:43"
"1977","Comércio","Tecidos, Vestuário e Calçados","CEA MODAS ON NM","2023-12-31","CEAB3","8.5","9.4","308245000","1687850000","1347170000","4441840000","9417660000","3012720000","6719320000","552220000","2335000","2293100000","373933000","168690000","2024-02-29 11:30:55","2024-02-29 11:30:55"
"1978","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","KORA SAUDE ON NM","2023-12-31","KRSA3","7.1","55.3","773348000","2744970000","359858000","1352150000","4704610000","986414000","2259690000","281440000","-167624000","564689000","74318000","-18935000","2024-02-29 11:31:07","2024-02-29 11:31:07"
"1979","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","ULTRAPAR PARTICIPAÇÕES SA ON","2023-12-31","UGPA3","19.2","13.4","1115210000","13292000000","6218620000","18648900000","38252000000","13506500000","126049000000","5046850000","2439790000","33420900000","1882130000","1099000000","2024-02-29 11:31:30","2024-02-29 11:31:30"
"1980","Exploração de Imóveis","Exploração de Imóveis","HBR REALTY ON NM","2023-12-31","HBRE3","10.1","25","103189000","1246190000","188582000","469345000","4689030000","2024550000","153382000","452164000","131817000","39036000","377465000","151193000","2024-02-29 20:18:14","2024-02-29 20:18:14"
"1981","Tecidos, Vestuário e Calçados","Calçados","GRENDENE SA ON","2023-12-31","GRND3","12","6.2","902160000","116427000","883730000","2701850000","4075360000","3659440000","2433610000","376955000","567671000","760780000","154571000","253032000","2024-02-29 20:18:37","2024-02-29 20:18:37"
"1982","Energia Elétrica","Energia Elétrica","COPEL PNB","2023-12-31","CPLE6","7.6","7.5","2982810000","14962300000","5639390000","13715700000","55819100000","23886200000","21479500000","3667360000","2258810000","5045080000","1216190000","879023000","2024-03-01 03:00:24","2024-03-01 03:00:24"
"1983","Construção Civil","Incorporações","MRV ON NM","2023-12-31","MRVE3","1.2","4.2","562827000","7847270000","406767000","11661900000","25071700000","6745350000","7429920000","278679000","-29815000","1940760000","67794000","-104963000","2024-03-01 03:09:25","2024-03-01 03:09:25"
"1984","Material de Transporte","Material Rodoviário","WETZEL S.A. PN","2023-12-31","MWET4","-3.7","16.2","2058000","80159000","303000","117289000","299742000","-5792000","268096000","-10241000","-25304000","61065000","-5414000","-16287000","2024-03-02 08:01:52","2024-03-02 08:01:52"
"1985","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","VIBRA ON","2023-12-31","VBBR3","14.8","20.7","1165000000","15518000000","6666000000","23599000000","43481000000","15731000000","162947000000","4784000000","4766000000","43663000000","1498000000","3297000000","2024-03-05 03:06:50","2024-03-05 03:06:50"
"1986","Comércio e Distribuição","Medicamentos e Outros Produtos","PAGUE MENOS ON NM","2023-12-31","PGMN3","5.7","15.1","541780000","1635430000","443308000","4493560000","8988600000","2652990000","11202100000","377362000","219000","2865560000","114082000","124015000","2024-03-05 03:07:54","2024-03-05 03:07:54"
"1987","Tecidos, Vestuário e Calçados","Acessórios","TECHNOS ON NM","2023-12-31","TECN3","12","5.3","70906000","93819000","125271000","437690000","665615000","402679000","342347000","59459000","56213000","111067000","28265000","25124000","2024-03-05 03:08:03","2024-03-05 03:08:03"
"1988","Comércio","Tecidos, Vestuário e Calçados","VESTE ON","2023-12-31","VSTE3","3.5","9.2","113427000","314791000","48120000","525229000","1652880000","1032690000","1109820000","53470000","22779000","281848000","13610000","9748000","2024-03-05 03:09:48","2024-03-05 03:09:48"
"1989","Tecidos, Vestuário e Calçados","Calçados","PENALTY ON","2023-12-31","CAMB3","33.3","28.5","42275000","10208000","19517000","147281000","335593000","232830000","459161000","100491000","71865000","107592000","13900000","7845000","2024-03-05 03:11:02","2024-03-05 03:11:02"
"1990","Energia Elétrica","Energia Elétrica","ALUPAR PN N2","2023-12-31","ALUP4","9.2","-10.6","914276000","11820500000","2831550000","5419570000","28436100000","7355540000","3311380000","2328950000","694063000","878271000","582669000","141162000","2024-03-05 20:11:50","2024-03-05 20:11:50"
"1991","Programas e Serviços","Programas e Serviços","NEOGRID ON NM","2023-12-31","NGRD3","1.4","7.7","238662000","21871000","177328000","257842000","650802000","449942000","268322000","6440990","2613000","67259000","2670990","3949000","2024-03-05 20:18:46","2024-03-05 20:18:46"
"1992","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","PETRORECONCA ON NM","2023-12-31","RECV3","11.3","62.7","293338000","902980000","507356000","1147430000","6829180000","4517880000","2814360000","683635000","708938000","689006000","103603000","186687000","2024-03-06 11:31:09","2024-03-06 11:31:09"
"1993","Serviços Diversos","Serviços Diversos","GPS ON NM","2023-12-31","GGPS3","13.2","30.1","672170000","3030490000","2256410000","5475710000","10019100000","2982270000","10631200000","1003600000","642510000","2864780000","169396000","251095000","2024-03-06 11:32:31","2024-03-06 11:32:31"
"1994","Comércio e Distribuição","Medicamentos e Outros Produtos","RAIADROGASIL ON","2023-12-31","RADL3","13.8","18.4","1718010000","3130700000","412321000","11561700000","20094400000","5956000000","33973800000","2014560000","1054970000","8924320000","475960000","260840000","2024-03-06 11:38:16","2024-03-06 11:38:16"
"1995","Siderurgia e Metalurgia","Siderurgia","FERBASA PN","2023-12-31","FESA4","11.9","21.5","353280000","271385000","805086000","1584250000","4110700000","3190100000","2435130000","376255000","382649000","541712000","47276000","54965000","2024-03-06 20:26:03","2024-03-06 20:26:03"
"1996","Construção Civil","Incorporações","LAVVI ON NM","2023-12-31","LAVV3","10.3","42.1","199534000","216978000","375017000","1737960000","2218280000","1272990000","903333000","188304000","231449000","255660000","62683000","88142000","2024-03-06 20:27:24","2024-03-06 20:27:24"
"1997","Petróleo, Gás e Biocombustíveis","Equipamentos e Serviços","OCEANPACT ON NM","2023-12-31","OPCT3","10.3","36.7","199960000","1181820000","257779000","695407000","2383270000","788369000","1648880000","208347000","73315000","462553000","59204000","92786000","2024-03-06 20:28:36","2024-03-06 20:28:36"
"1998","Comércio","Produtos Diversos","QUERO-QUERO ON NM","2023-12-31","LJQQ3","2","16.3","187290000","501290000","531566000","2218070000","3305720000","533802000","2398130000","48694000","19679000","654057000","23035000","60160000","2024-03-06 20:30:37","2024-03-06 20:30:37"
"1999","Transporte","Transporte Hidroviário","Log-In ON NM","2023-12-31","LOGN3","8.9","24.7","107059000","1626490000","562583000","1109080000","3619290000","939015000","2338630000","265583000","60103000","601486000","36973000","-35871000","2024-03-06 20:32:11","2024-03-06 20:32:11"
"2000","Automóveis e Motocicletas","Automóveis e Motocicletas","IOCHPE-MAXION ON","2023-12-31","MYPK3","7.8","15.7","153720000","6765530000","2962370000","7514150000","14534100000","3693630000","14955200000","750666000","30733000","3483500000","183687000","-7502000","2024-03-06 20:34:11","2024-03-06 20:34:11"
"2001","Agropecuária","Agricultura","SLC Agricola ON NM","2023-12-31","SLCE3","14.8","36.4","443330000","4393380000","1613700000","7367270000","15856300000","4927060000","9122030000","1922980000","895600000","1816970000","-81835100","-142328000","2024-03-06 20:37:01","2024-03-06 20:37:01"
"2002","Serviços Diversos","Serviços Diversos","VALID ON NM","2023-12-31","VLID3","23.8","2","81836000","709954000","438171000","1267440000","2545630000","1298460000","2255510000","463031000","213286000","633466000","117969000","35596000","2024-03-06 20:37:22","2024-03-06 20:37:22"
"2003","Produtos de Uso Pessoal e de Limpeza","Produtos de Limpeza","BOMBRIL SA PN","2023-12-31","BOBR4","32","8.7","260510000","360804000","31009000","400686000","826455000","-55506000","1420680000","206982000","100166000","349056000","45115000","16442000","2024-03-07 07:44:26","2024-03-07 07:44:26"
"2004","Energia Elétrica","Energia Elétrica","TAESA PN N2","2023-12-31","TAEE4","10.6","9.9","1033500000","9702640000","1306120000","3503240000","19448700000","6679310000","3362120000","1907570000","1367830000","1304230000","597061000","246375000","2024-03-07 07:46:17","2024-03-07 07:46:17"
"2005","Comércio e Distribuição","Alimentos","GRUPO MATEUS ON NM","2023-12-31","GMAT3","11.8","34.6","2209350000","3742550000","1289140000","10370500000","16357300000","8672270000","26773600000","1422770000","1220860000","7541310000","443890000","384890000","2024-03-07 07:48:10","2024-03-07 07:48:10"
"2006","Comércio","Tecidos, Vestuário e Calçados","GUARARAPES CONFECÇÕES ON","2023-12-31","GUAR3","3.2","5.6","499200000","3508860000","2443370000","9142430000","14272700000","5223160000","8795390000","345967000","-34260000","2729920000","318233000","229765000","2024-03-07 07:49:15","2024-03-07 07:49:15"
"2007","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","3R PETROLEUM ON NM","2023-12-31","RRRP3","7.8","194.6","240384000","9262170000","1908660000","3965500000","20119900000","5492440000","5619990000","1314000000","405234000","1849450000","488694000","399015000","2024-03-07 07:49:33","2024-03-07 07:49:33"
"2008","Madeira e Papel","Madeira","DEXCO ON","2023-12-31","DXCO3","6.8","12.1","820566000","6964530000","2785450000","5761360000","17920600000","6403610000","7383410000","947684000","789601000","1948680000","119006000","186913000","2024-03-07 07:50:07","2024-03-07 07:50:07"
"2009","Mineração","Minerais Metálicos","CSNMINERACAO ON N2","2023-12-31","CMIN3","37.9","10.1","5485340000","8178980000","9808330000","12987600000","29690600000","10698700000","18880400000","6829910000","3568740000","5512530000","2485900000","1358830000","2024-03-07 07:50:13","2024-03-07 07:50:13"
"2010","Comércio e Distribuição","Medicamentos e Outros Produtos","PROFARMA ON NM","2023-12-31","PFRM3","8.5","16.6","123813000","779904000","193743000","3539370000","4937930000","1248350000","8661740000","245618000","70397000","2207030000","-44646000","28415000","2024-03-07 07:50:27","2024-03-07 07:50:27"
"2011","Serviços Diversos","Serviços Diversos","ESTAPAR ON NM","2023-12-31","ALPK3","14.9","10.4","217024000","1411970000","189524000","338698000","2515090000","367314000","1356340000","325894000","-73911000","365403000","205061000","-10378000","2024-03-07 07:51:09","2024-03-07 07:51:09"
"2012","Comércio e Distribuição","Medicamentos e Outros Produtos","D1000VFARMA ON NM","2023-12-31","DMVF3","3.4","13.4","50603000","26834000","44229000","472346000","1548520000","870855000","1748910000","41624000","21362000","462991000","-68001000","9234000","2024-03-07 07:51:51","2024-03-07 07:51:51"
"2013","Programas e Serviços","Programas e Serviços","WDC NETWORKS ON NM","2023-12-31","LVTC3","15.4","7.1","64663100","0","101959000","543219000","1353050000","635111000","900717000","177661000","-11876000","218901000","80288000","-9851000","2024-03-07 07:53:08","2024-03-07 07:53:08"
"2014","Siderurgia e Metalurgia","Siderurgia","CSN ON","2023-12-31","CSNA3","11.3","16.8","1326090000","44859100000","17579200000","33077700000","91529700000","17500700000","45438000000","7472780000","-318206000","12005100000","2456170000","579067000","2024-03-07 07:54:16","2024-03-07 07:54:16"
"2015","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","PETROBRAS PN","2023-12-31","PETR4","24.9","21.1","13044500000","303062000000","75263000000","157079000000","1050890000000","380441000000","511994000000","236818000000","124606000000","134258000000","63794000000","31043000000","2024-03-08 12:55:26","2024-03-08 12:55:26"
"2016","Tecidos, Vestuário e Calçados","Vestuário","TRACK FIELD PN","2023-12-31","TFCO4","25.8","35.5","159718000","101927000","54477000","502705000","682102000","413633000","683690000","146609000","114410000","221947000","46105000","35328000","2024-03-08 12:56:08","2024-03-08 12:56:08"
"2017","Energia Elétrica","Energia Elétrica","EMAE PN","2023-12-31","EMAE4","2.9","8.4","36947000","0","426282000","915065000","2087290000","1088490000","603326000","48042000","150480000","153424000","-5113010","52648000","2024-03-08 12:57:31","2024-03-08 12:57:31"
"2018","Comércio","Tecidos, Vestuário e Calçados","AREZZO CO ON NM","2023-12-31","ARZZ3","11.8","36.3","110989000","1081120000","749714000","2915050000","5975900000","2909550000","4846770000","519857000","399400000","1424630000","143258000","121770000","2024-03-08 12:58:25","2024-03-08 12:58:25"
"2019","Comércio","Produtos Diversos","PETZ ON NM","2023-12-31","PETZ3","5.6","35.2","462524000","434708000","426455000","1378660000","3995410000","1808890000","3173240000","178294000","16349000","820589000","43546000","1309000","2024-03-08 12:58:27","2024-03-08 12:58:27"
"2020","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","FLEURY ON NM","2023-12-31","FLRY3","9.1","22.2","547191000","4241050000","924133000","2803560000","11580000000","5083450000","6470850000","912800000","423758000","1704440000","180781000","81281000","2024-03-08 12:58:30","2024-03-08 12:58:30"
"2021","Mineração","Minerais Metálicos","CBA ON NM","2023-12-31","CBAV3","-3.3","10.1","651073000","4392970000","1729270000","4862400000","13561900000","4458440000","7348070000","-360823000","-907637000","1903520000","-67270000","-624628000","2024-03-08 12:58:58","2024-03-08 12:58:58"
"2022","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","ENAUTA PART ON","2023-12-31","ENAT3","2.2","13.6","265807000","2764320000","1779840000","2146580000","8137080000","3877450000","1388560000","131213000","-45393000","426722000","15159000","67545000","2024-03-08 12:59:36","2024-03-08 12:59:36"
"2023","Gás","Gás","CEG ON","2023-12-31","CEGR3","30.6","10","259638000","1219230000","516965000","1212370000","4533190000","1389170000","5602210000","1075390000","596943000","1335920000","230447000","150093000","2024-03-08 13:00:38","2024-03-08 13:00:38"
"2024","Hoteis e Restaurantes","Restaurante e Similares","ZAMP S.A. ON","2023-12-31","ZAMP3","3","11.3","275355000","1116810000","436579000","902077000","4117470000","1393680000","3841960000","99257000","-97826000","1074050000","85817000","59312000","2024-03-08 13:01:21","2024-03-08 13:01:21"
"2025","Exploração de Imóveis","Exploração de Imóveis","SYN PROP TEC ON NM","2023-12-31","SYNE3","4.8","-2.3","152644000","973272000","313465000","416431000","4004470000","1516280000","424708000","177977000","-10042000","115577000","49748000","5413000","2024-03-08 13:04:20","2024-03-08 13:04:20"
"2026","Serviços Financeiros Diversos","Gestão de Recursos e Investimentos","PADTEC ON","2023-12-31","PDTC3","6.8","27.1","79215000","131408000","60376000","364439000","516506000","152540000","368687000","27069000","15413000","89088000","2596000","-1611000","2024-03-08 13:05:09","2024-03-08 13:05:09"
"2027","Tecidos, Vestuário e Calçados","Calçados","VULCABRAS S/A. ON","2023-12-31","VULC3","22.9","24.9","273016000","437750000","361023000","1960630000","2775150000","1994990000","2817680000","534467000","494892000","791289000","153459000","144688000","2024-03-08 13:05:16","2024-03-08 13:05:16"
"2028","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","OUROFINO S/A ON NM","2023-12-31","OFSA3","10.9","12.7","53949000","431974000","304029000","828889000","1279010000","689374000","943281000","97959000","-49975000","280596000","31515000","19706000","2024-03-08 13:05:54","2024-03-08 13:05:54"
"2029","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","PETRORIO ON","2023-12-31","PRIO3","28.2","67.6","892060000","9554400000","2335400000","5294870000","28310900000","13878300000","11905000000","7091510000","5179910000","2733390000","1954780000","1548050000","2024-03-09 03:07:02","2024-03-09 03:07:02"
"2030","Construção Civil","Incorporações","CAL S/A ON","2023-12-31","CALI3","2.9","120.7","3721000","44536000","7435000","37785000","218306000","31030000","95712000","5958000","9678000","11521000","-2972000","1206000","2024-03-09 03:08:38","2024-03-09 03:08:38"
"2031","Material de Transporte","Material Rodoviário","METALURGICA RIOSULENSE S/A PN","2023-12-31","RSUL4","32.4","23.6","6072130","6796000","69398000","187143000","357679000","189111000","341433000","88357000","54126000","80561000","19119000","11752000","2024-03-12 11:38:18","2024-03-12 11:38:18"
"2032","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","PANATLANTICA PN","2023-12-31","PATI4","6.2","17.9","23932000","406192000","433669000","1163980000","1564780000","840564000","1879270000","54584000","13418000","454715000","16932000","8115000","2024-03-12 11:38:44","2024-03-12 11:38:44"
"2033","Construção Civil","Incorporações","CURY S/A ON NM","2023-12-31","CURY3","33.4","31.8","291875000","613352000","992269000","2212810000","3092020000","864965000","2886170000","644340000","481765000","811596000","201661000","160323000","2024-03-12 11:40:05","2024-03-12 11:40:05"
"2034","Diversos","Aluguel de carros","LOCALIZA RENT A CAR ON","2023-12-31","RENT3","9.6","30.1","1068090000","40607600000","10322100000","17764400000","80947100000","25388900000","28902300000","5898970000","1805570000","7908500000","1834320000","705802000","2024-03-12 11:40:55","2024-03-12 11:40:55"
"2035","Material de Transporte","Material Rodoviário","FRAS-LE S.A. ON","2023-12-31","FRAS3","23.7","27.4","270016000","878142000","1050460000","2372620000","3912000000","1838190000","3388660000","575532000","377385000","741266000","63988000","87568000","2024-03-12 11:41:28","2024-03-12 11:41:28"
"2036","Construção Civil","Incorporações","Direcional Engenharia ON NM","2023-12-31","DIRR3","7","14.2","173500000","1344150000","1327170000","3583350000","7571600000","1953400000","2355180000","428023000","331560000","634838000","108085000","99604000","2024-03-12 11:41:41","2024-03-12 11:41:41"
"2037","Produtos de Uso Pessoal e de Limpeza","Produtos de Uso Pessoal","GRUPO NATURA ON NM","2023-12-31","NTCO3","6.1","12.9","1386850000","6111700000","7775000000","15987200000","42747000000","23103200000","26737300000","1820870000","2973730000","4126320000","812872000","-2666420000","2024-03-12 11:43:03","2024-03-12 11:43:03"
"2038","Automóveis e Motocicletas","Automóveis e Motocicletas","MAHLE METAL LEVE ON","2023-12-31","LEVE3","38.8","17.9","135539000","893998000","353216000","1672990000","2800920000","910379000","4338830000","811703000","748245000","1016500000","149960000","154103000","2024-03-12 11:45:20","2024-03-12 11:45:20"
"2039","Transporte","Transporte Rodoviário","Tegma ON NM","2023-12-31","TGMA3","23","6.5","66003000","172269000","232539000","612732000","1199710000","835170000","1583470000","211416000","181412000","453802000","59988000","51077000","2024-03-12 11:47:38","2024-03-12 11:47:38"
"2040","Agropecuária","Agricultura","BOA SAFRA ON NM","2023-12-31","SOJA3","17.2","54.9","117140000","573590000","730114000","1549350000","2358530000","1012630000","2078750000","252864000","344952000","841084000","129443000","235024000","2024-03-12 11:47:43","2024-03-12 11:47:43"
"2041","Material de Transporte","Material Rodoviário","RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1","2023-12-31","RAPT4","15.7","25.3","329331000","5338830000","2864860000","7387650000","12820100000","2777780000","10887800000","1372400000","381687000","2556130000","206643000","55367000","2024-03-12 20:11:19","2024-03-12 20:11:19"
"2042","Energia Elétrica","Energia Elétrica","ENERGISA PN","2023-12-31","ENGI4","10.7","10.4","2289420000","32377400000","7388590000","17206200000","68068500000","11897500000","28531900000","6234620000","1894220000","8076100000","1697600000","516536000","2024-03-13 03:03:16","2024-03-13 03:03:16"
"2043","Energia Elétrica","Energia Elétrica","ENERGISA MT ON","2023-12-31","ENMT4","19.5","12.7","218942000","5390250000","944864000","3604850000","13011000000","3761110000","7565260000","2235480000","1379040000","2105340000","628371000","453046000","2024-03-13 11:21:20","2024-03-13 11:21:20"
"2044","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","2023-12-31","REDE3","17.8","10.8","2110320000","12447800000","2659300000","7989170000","27652700000","4022100000","16131400000","4202270000","1657930000","4473260000","1208880000","516162000","2024-03-13 11:28:24","2024-03-13 11:28:24"
"2045","Programas e Serviços","Programas e Serviços","ENJOEI ON NM","2023-12-31","ENJU3","-56.3","34.3","202631000","0","261693000","296486000","412862000","339836000","194555000","-71658000","-52971000","63716000","-19545000","-16026000","2024-03-13 20:14:22","2024-03-13 20:14:22"
"2046","Transporte","Exploração de Rodovias","ECORODOVIAS ON NM","2023-12-31","ECOR3","14","22.5","696334000","18154900000","4422310000","5185650000","25959900000","2737990000","8845180000","2946900000","569564000","2662350000","874435000","117681000","2024-03-13 20:15:25","2024-03-13 20:15:25"
"2047","Construção e Engenharia","Produtos para Construção","PORTOBELLO S/A ON","2023-12-31","PTBL3","4.8","20.4","140987000","1379230000","486472000","1331760000","3296010000","385934000","2190830000","108796000","-35130000","556235000","10304000","14285000","2024-03-13 20:17:29","2024-03-13 20:17:29"
"2048","Comércio e Distribuição","Medicamentos e Outros Produtos","HYPERA ON","2023-12-31","HYPE3","11.5","26.7","633421000","9937780000","2580890000","8077770000","24508800000","11504100000","7914660000","2475010000","1647960000","1846920000","526285000","307056000","2024-03-13 20:18:28","2024-03-13 20:18:28"
"2049","Construção Civil","Incorporações","MOURA DUBEUX ON NM","2023-12-31","MDNE3","6.9","28.6","84909000","338945000","302367000","1393880000","3438220000","1341350000","1151240000","207397000","155838000","282911000","45296000","33718000","2024-03-13 20:18:32","2024-03-13 20:18:32"
"2050","Exploração de Imóveis","Exploração de Imóveis","SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON","2023-12-31","SCAR3","17.7","32","57737000","1556250000","377007000","1045220000","3564530000","1710460000","1400010000","563720000","305206000","785598000","333541000","256126000","2024-03-14 08:35:24","2024-03-14 08:35:24"
"2051","Programas e Serviços","Programas e Serviços","MELIUZ ON NM","2023-12-31","CASH3","-23","47","86958000","846000","664348000","740911000","978995000","776479000","326589000","-71070000","-18559000","85340000","-18075000","-1633000","2024-03-14 08:37:41","2024-03-14 08:37:41"
"2052","Energia Elétrica","Energia Elétrica","ELETROBRÁS PNB","2023-12-31","ELET6","4.3","7.7","2307100000","60997000000","19414200000","47897100000","267058000000","112333000000","37158900000","10537500000","4549770000","9922110000","-391236000","892032000","2024-03-14 12:15:30","2024-03-14 12:15:30"
"2053","Viagens e Lazer","Atividades Esportivas","SMART FIT ON NM","2023-12-31","SMFT3","8","14.7","586242000","3819900000","2613310000","3346130000","14230200000","5068260000","4244740000","897746000","1036550000","1131170000","223517000","633422000","2024-03-14 12:20:02","2024-03-14 12:20:02"
"2054","Químicos","Químicos Diversos","UNIPAR PARTICIPAÇÕES S.A. PNB","2023-12-31","UNIP6","26","17.1","103876000","2061390000","2138040000","3043660000","6396490000","2422330000","4897290000","1023410000","787508000","643614000","26611900","160153000","2024-03-15 03:00:24","2024-03-15 03:00:24"
"2055","Químicos","Químicos Diversos","CRISTAL PNB","2023-12-31","CRPG6","-2","0.5","29019000","6252000","204603000","669093000","972582000","682398000","575420000","-14245000","35992000","133247000","-11734000","5670000","2024-03-15 03:00:29","2024-03-15 03:00:29"
"2056","Energia Elétrica","Energia Elétrica","ENEVA ON","2023-12-31","ENEV3","6.5","34.6","1584450000","19700700000","2592640000","6061440000","43565900000","12355100000","10090900000","2609560000","217685000","2727870000","619841000","-308244000","2024-03-15 03:05:20","2024-03-15 03:05:20"
"2057","Químicos","Fertilizantes e Defensivos","VITTIA ON NM","2023-12-31","VITT3","11.4","17.3","140649000","199538000","82829000","571633000","925757000","620370000","756109000","94453000","97359000","243298000","31469000","41315000","2024-03-15 03:05:37","2024-03-15 03:05:37"
"2058","Construção Civil","Incorporações","Trisul ON NM","2023-12-31","TRIS3","3.8","4","186618000","1040780000","362013000","2063150000","2757740000","1347170000","1046690000","88839000","123880000","283224000","20689000","44446000","2024-03-15 03:06:19","2024-03-15 03:06:19"
"2059","Utilidades Domésticas","Móveis","UNICASA ON NM","2023-12-31","UCAS3","1.6","13.2","66086000","77818000","59578000","122833000","349181000","189995000","217397000","4499000","15167000","58871000","-39000","6509000","2024-03-15 03:06:31","2024-03-15 03:06:31"
"2060","Serviços Diversos","Serviços Diversos","PRINER ON NM","2023-12-31","PRNR3","13.2","40.6","46721000","373969000","136902000","445227000","837004000","224735000","1046410000","87399000","13701000","282258000","18439000","805000","2024-03-15 03:06:50","2024-03-15 03:06:50"
"2061","Diversos","Serviços Educacionais","YDUQS PART ON","2023-12-31","YDUQ3","9.6","9.5","309089000","5143080000","698346000","2109290000","9287600000","3042340000","5147560000","803776000","152344000","1229690000","55183900","-120951000","2024-03-15 03:07:16","2024-03-15 03:07:16"
"2062","Comércio","Tecidos, Vestuário e Calçados","RENNER ON","2023-12-31","LREN3","18.2","13.6","963227000","1926900000","3103840000","12191600000","20490600000","10047200000","13647800000","2836270000","976259000","4271380000","1077900000","526891000","2024-03-15 03:08:08","2024-03-15 03:08:08"
"2063","Comércio e Distribuição","Medicamentos e Outros Produtos","PANVEL FARMÁCIAS ON","2023-12-31","PNVL3","6.6","14.3","150377000","1022690000","245389000","1840060000","3077470000","1173420000","4461020000","141609000","92905000","1222080000","31577100","29014000","2024-03-15 03:08:30","2024-03-15 03:08:30"
"2064","Construção Civil","Incorporações","PLANOEPLANO ON NM","2023-12-31","PLPL3","42.8","30.5","204256000","387535000","425410000","1731710000","2039020000","617147000","2072020000","585196000","268554000","639621000","293952000","83082000","2024-03-15 03:08:38","2024-03-15 03:08:38"
"2065","Construção Civil","Incorporações","CYRELA BRAZIL REALTY PN","2023-12-31","CYRE3","6.3","13.6","399743000","5158270000","2703760000","9768410000","17371200000","7690340000","6252700000","897367000","942090000","1710230000","265813000","247810000","2024-03-15 03:09:47","2024-03-15 03:09:47"
"2066","Construção Civil","Incorporações","MITRE REALTY ON NM","2023-12-31","MTRE3","2.2","32.2","105775000","656667000","198786000","1658150000","2165240000","990407000","926392000","42316000","90383000","278713000","8804990","13562000","2024-03-15 03:09:48","2024-03-15 03:09:48"
"2067","Construção Civil","Incorporações","Tenda ON NM","2023-12-31","TEND3","5.2","8.9","123094000","1244970000","718816000","2531000000","4545140000","859524000","2903090000","191372000","-95848000","754880000","56327000","-19646000","2024-03-15 03:10:14","2024-03-15 03:10:14"
"2068","Construção Civil","Incorporações","EZTec ON NM","2023-12-31","EZTC3","1.8","8.1","220989000","856171000","762276000","2510850000","5879320000","4645830000","1083170000","91264000","239467000","337929000","45356000","82798000","2024-03-15 03:10:27","2024-03-15 03:10:27"
"2069","Programas e Serviços","Programas e Serviços","BEMOBI TECH ON NM","2023-12-31","BMOB3","11.5","90.1","87003700","0","507744000","928963000","1443380000","1083610000","1307840000","93003000","86889000","346925000","22024000","40955000","2024-03-15 03:10:45","2024-03-15 03:10:45"
"2070","Material de Transporte","Material Rodoviário","RECRUSUL PN","2023-12-31","RCSL4","-5.3","37.4","127289000","0","531000","27981000","60626000","476000","56747000","-3029000","-5177000","12253000","-1195000","-2158000","2024-03-16 03:02:37","2024-03-16 03:02:37"
