"id","setor","subSetor","empName","ultBal","codigo","roic","cresRec5a","nAcoes","divBruta","disponib","ativCirc","ativos","patLiq","recLiq12m","ebit12m","LucLiq12m","recLiq3m","ebit3m","LucLiq3m","ultInsert","ultAt"
"1399","Comércio e Distribuição","Medicamentos e Outros Produtos","D1000VFARMA ON NM","2023-06-30","DMVF3","11.8","25","50603000","27540000","51969000","426993000","1486040000","855831000","1620190000","142075000","12614000","433694000","41046000","7948000","2023-08-09 21:53:53","2023-08-09 21:53:53"
"1400","Alimentos Processados","Carnes e Derivados","Minerva ON NM","2023-06-30","BEEF3","20.2","17.7","607283000","13893400000","6197270000","11661100000","19866700000","409782000","28934800000","2161970000","351062000","7276480000","565211000","118010000","2023-08-09 21:53:56","2023-08-09 21:53:56"
"1401","Construção Civil","Incorporações","MRV ON NM","2023-06-30","MRVE3","0.3","4.3","561971000","8128290000","609856000","11008300000","23344700000","6018990000","6884090000","72091100","-98926000","1825660000","54017000","181098000","2023-08-09 21:53:57","2023-08-09 21:53:57"
"1402","Automóveis e Motocicletas","Automóveis e Motocicletas","MAHLE METAL LEVE ON","2023-06-30","LEVE3","36.3","17.5","128309000","497132000","309261000","1892030000","3010200000","1425640000","4457570000","839868000","706436000","1120800000","220670000","192962000","2023-08-09 21:53:58","2023-08-09 21:53:58"
"1403","Construção Civil","Incorporações","MITRE REALTY ON NM","2023-06-30","MTRE3","2.2","37.4","105775000","581040000","178080000","1717720000","2165800000","1028210000","805979000","43087000","97607000","180476000","-7230000","56065000","2023-08-09 21:54:03","2023-08-09 21:54:03"
"1404","Telecomunicações","Telecomunicações","UNIFIQUE ON NM","2023-06-30","FIQE3","11.8","37","362050000","336663000","443988000","602957000","1998070000","1053420000","787189000","179291000","118577000","215710000","48543000","28898000","2023-08-09 21:54:07","2023-08-09 21:54:07"
"1405","Agropecuária","Agricultura","SLC Agricola ON NM","2023-06-30","SLCE3","14.3","37.2","226665000","4925140000","1160790000","7689960000","15545000000","5298880000","8909700000","1960970000","921517000","2130190000","605938000","334197000","2023-08-09 21:54:27","2023-08-09 21:54:27"
"1406","Programas e Serviços","Programas e Serviços","NEOGRID ON NM","2023-06-30","NGRD3","0.9","9.2","238662000","55243000","216510000","302257000","689064000","456302000","272931000","3942010","12700000","65685000","98000","-3097000","2023-08-09 21:54:30","2023-08-09 21:54:30"
"1407","Mídia","Publicidade e Propaganda","ELETROMIDIA ON NM","2023-06-30","ELMD3","8.1","78.1","139984000","851959000","308786000","510141000","2235710000","793007000","875085000","144215000","61934000","186200000","15844000","14390000","2023-08-09 21:54:36","2023-08-09 21:54:36"
"1408","Comércio","Eletrodomésticos","ALLIED ON NM","2023-06-30","ALLD3","8.7","-2.8","93220600","588947000","356853000","2472830000","3581540000","1532400000","5393180000","182846000","62788000","1540750000","48761000","16861000","2023-08-09 21:54:37","2023-08-09 21:54:37"
"1409","Programas e Serviços","Programas e Serviços","TC ON NM","2023-06-30","TRAD3","-22.7","-40.5","280147000","2177000","117683000","151860000","517443000","485762000","61380000","-90761000","-124284000","14644000","-19021000","-13147000","2023-08-09 21:54:43","2023-08-09 21:54:43"
"1410","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","ULTRAPAR PARTICIPAÇÕES SA ON","2023-06-30","UGPA3","14.6","13","1115200000","14223000000","5715490000","16589600000","34278500000","12096600000","135396000000","3583320000","1371660000","29592500000","679250000","213876000","2023-08-09 21:55:52","2023-08-09 21:55:52"
"1411","Energia Elétrica","Energia Elétrica","OMEGAENERGIA ON NM","2023-06-30","MEGA3","3.7","100.7","622731000","9050290000","736602000","2021620000","17163800000","4954980000","2581670000","595408000","-7089000","609411000","108529000","-101228000","2023-08-09 21:56:08","2023-08-09 21:56:08"
"1412","Comércio","Tecidos, Vestuário e Calçados","AREZZO CO ON NM","2023-06-30","ARZZ3","11.4","35.7","110989000","1028030000","682038000","2771140000","5435060000","2783100000","4605710000","487797000","369973000","1131020000","124657000","100626000","2023-08-10 21:48:45","2023-08-10 21:48:45"
"1413","Diversos","Programas de Fidelização","DOTZ SA ON NM","2023-06-30","DOTZ3","-28.6","13.9","132068000","105527000","109735000","157545000","317522000","-203578000","142202000","-49197000","-84468000","34648000","-17054000","-18618000","2023-08-10 21:48:48","2023-08-10 21:48:48"
"1414","Viagens e Lazer","Produção de Eventos e Shows","TIME FOR FUN ON NM","2023-06-30","SHOW3","14.6","-3.7","67413000","150781000","129878000","587239000","811270000","147658000","401593000","61625000","2237000","57450000","24722000","16117000","2023-08-10 21:49:13","2023-08-10 21:49:13"
"1415","Diversos","Aluguel de carros","MILLS ON NM","2023-06-30","MILS3","20.7","47.4","246309000","1045230000","522976000","944345000","2657410000","1337060000","1272090000","418758000","243026000","338019000","107188000","64056000","2023-08-10 21:50:56","2023-08-10 21:50:56"
"1416","Construção Civil","Incorporações","Trisul ON NM","2023-06-30","TRIS3","3.7","5.1","186618000","992011000","277678000","1988440000","2677370000","1309160000","896511000","85844000","93841000","267079000","27217000","28757000","2023-08-10 21:50:59","2023-08-10 21:50:59"
"1417","Transporte","Exploração de Rodovias","TRIUNFO PARTICIPACOES SA ON NM","2023-06-30","TPIS3","-6.3","-1.6","44000000","1621570000","50006000","154720000","2795950000","760673000","850239000","-165260000","-216599000","204327000","-41378000","-64510000","2023-08-10 21:51:01","2023-08-10 21:51:01"
"1418","Automóveis e Motocicletas","Automóveis e Motocicletas","PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON","2023-06-30","PLAS3","-3.7","28.8","12425000","292815000","7093000","179431000","658811000","-326607000","907878000","-21183000","21686000","225123000","-14019000","123256000","2023-08-10 21:51:14","2023-08-10 21:51:14"
"1419","Construção Civil","Incorporações","Helbor ON","2023-06-30","HBOR3","1.9","-1.7","133851000","2069670000","427020000","3731740000","5512860000","1385800000","1086310000","93494000","42081000","334239000","28440000","7072000","2023-08-10 21:51:49","2023-08-10 21:51:49"
"1420","Serviços Diversos","Serviços Diversos","PRINER ON NM","2023-06-30","PRNR3","20","32","38908000","275669000","78864000","393916000","726263000","227707000","995460000","122817000","21067000","253934000","24289000","6348000","2023-08-10 21:51:50","2023-08-10 21:51:50"
"1421","Diversos","Serviços Educacionais","YDUQS PART ON","2023-06-30","YDUQ3","9","8.5","309089000","5420620000","1154090000","2576920000","9722950000","3138850000","4858400000","748950000","110177000","1307960000","207331000","31955000","2023-08-10 21:52:40","2023-08-10 21:52:40"
"1422","Exploração de Imóveis","Intermediação Imobiliária","NEXPE ON","2023-06-30","NEXP3","-3.4","1.2","2655570","55939000","5752000","44866000","129583000","-129418000","134049000","-4016000","-151748000","37420000","27269000","-9000","2023-08-10 21:52:46","2023-08-10 21:52:46"
"1423","Hoteis e Restaurantes","Restaurante e Similares","ZAMP S.A. ON","2023-06-30","ZAMP3","2.5","10.4","275355000","1163480000","428614000","875255000","4016530000","1367230000","3780080000","85005900","-111450000","934685000","5645010","-63497000","2023-08-10 21:53:05","2023-08-10 21:53:05"
"1424","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","BIOMM SA ON","2023-06-30","BIOM3","-25.4","119.4","81288000","159350000","49624000","125550000","342295000","120928000","122112000","-69098000","-88611000","30774000","-18642000","-20204000","2023-08-10 21:54:55","2023-08-10 21:54:55"
"1425","Comércio e Distribuição","Medicamentos e Outros Produtos","PANVEL FARMÁCIAS ON","2023-06-30","PNVL3","6.6","13.9","150377000","999180000","193209000","1585440000","2783740000","1125850000","4211440000","139641000","82621000","1081370000","39823000","22030000","2023-08-10 21:55:25","2023-08-10 21:55:25"
"1426","Alimentos Processados","Açucar e Alcool","JALLESMACHAD ON NM","2023-06-30","JALL3","3.5","16.4","294697000","3462860000","869610000","2167240000","6302690000","1986740000","1709740000","184234000","621786000","445052000","54077000","49492000","2023-08-10 21:55:57","2023-08-10 21:55:57"
"1427","Transporte","Transporte Ferroviário","RUMO S.A. ON NM","2023-06-30","RAIL3","7.5","10.1","1854870000","17087900000","5714930000","9187730000","46472900000","15440200000","10317500000","3035330000","788347000","2763110000","942363000","167284000","2023-08-10 21:56:01","2023-08-10 21:56:01"
"1428","Hoteis e Restaurantes","Restaurante e Similares","IMC S/A ON NM","2023-06-30","MEAL3","-3.3","12.7","286370000","520994000","167926000","437979000","2616300000","1077960000","2267730000","-76772000","95978000","605836000","-143992","35068000","2023-08-10 21:56:16","2023-08-10 21:56:16"
"1429","Serviços Diversos","Serviços Diversos","ESTAPAR ON NM","2023-06-30","ALPK3","11.2","36.7","214427000","1511900000","296341000","434063000","2674960000","366519000","1235440000","249978000","-128086000","334652000","39579000","-16467000","2023-08-10 21:56:21","2023-08-10 21:56:21"
"1430","Máquinas e Equipamentos","Máq. e Equip. Industriais","AERIS ON NM","2023-06-30","AERI3","14.2","23.3","766213000","1784670000","846053000","1950160000","3181560000","843215000","2966610000","279889000","-106636000","854602000","76116000","-19097000","2023-08-10 21:56:40","2023-08-10 21:56:40"
"1431","Holdings Diversificadas","Holdings Diversificadas","SIMPAR ON NM","2023-06-30","SIMH3","11.4","62.9","838408000","40652600000","7770870000","18020200000","60059500000","3149540000","29331800000","5720370000","206948000","7563640000","1426780000","12329000","2023-08-10 21:57:03","2023-08-10 21:57:03"
"1432","Construção Civil","Incorporações","CYRELA BRAZIL REALTY PN","2023-06-30","CYRE3","5.6","12.2","399743000","4842230000","2883690000","8840340000","16825100000","7519980000","5847040000","766088000","939291000","1633050000","253043000","279385000","2023-08-10 21:57:36","2023-08-10 21:57:36"
"1433","Construção Civil","Incorporações","MOURA DUBEUX ON NM","2023-06-30","MDNE3","5.6","37.9","84909000","192616000","265573000","1150720000","3077290000","1257040000","984427000","152653000","127508000","313329000","60128000","45320000","2023-08-10 21:57:49","2023-08-10 21:57:49"
"1434","Energia Elétrica","Energia Elétrica","CPFL ENERGIA S.A. ON","2023-06-30","CPFE3","16.5","10.1","1152250000","24673100000","5275610000","16629000000","72445000000","17831400000","39970600000","10589900000","5527900000","9388920000","2536300000","1188890000","2023-08-10 21:57:58","2023-08-10 21:57:58"
"1435","Serviços Diversos","Serviços Diversos","CSU DIGITAL ON","2023-06-30","CSUD3","21.8","6.8","41800000","83458000","67044000","157508000","597810000","395817000","537016000","109292000","81116000","129356000","26686000","20485000","2023-08-10 21:58:07","2023-08-10 21:58:07"
"1436","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","MATER DEI ON NM","2023-06-30","MATD3","8.9","58.1","382330000","1270020000","316864000","1230240000","5083100000","1647350000","2064210000","413519000","114303000","554155000","111833000","44944000","2023-08-10 21:58:08","2023-08-10 21:58:08"
"1437","Tecidos, Vestuário e Calçados","Calçados","GRENDENE SA ON","2023-06-30","GRND3","11.4","6.8","902160000","89361000","752337000","2263740000","3707920000","3373910000","2461260000","329692000","557211000","463619000","28877000","57246000","2023-08-10 21:58:12","2023-08-10 21:58:12"
"1438","Previdência e Seguros","Corretoras de Seguros","WIZ CO ON","2023-06-30","WIZC3","24.2","12.1","159907000","364147000","321090000","562994000","2373110000","414748000","1001060000","448184000","104994000","251711000","115066000","24947000","2023-08-10 21:58:25","2023-08-10 21:58:25"
"1439","Construção Civil","Incorporações","EZTec ON NM","2023-06-30","EZTC3","1.9","16.3","220989000","683156000","781417000","2329850000","5708400000","4577180000","1085060000","93466000","254495000","242732000","13036000","75333000","2023-08-10 21:58:28","2023-08-10 21:58:28"
"1440","Serviços Financeiros Diversos","Gestão de Recursos e Investimentos","PADTEC ON","2023-06-30","PDTC3","8.4","133.5","78450000","120745000","43750000","355967000","497621000","135023000","384143000","32048000","19502000","96903000","8416000","807000","2023-08-10 21:58:31","2023-08-10 21:58:31"
"1441","Programas e Serviços","Programas e Serviços","BEMOBI TECH ON NM","2023-06-30","BMOB3","13.9","146.5","90909100","0","543828000","860949000","1326920000","1063320000","1356480000","95879000","90704000","318858000","20225000","13951000","2023-08-10 21:58:51","2023-08-10 21:58:51"
"1442","Comércio","Tecidos, Vestuário e Calçados","CEA MODAS ON NM","2023-06-30","CEAB3","5.3","14.9","308245000","1710760000","965354000","4077590000","8713350000","2878200000","6239820000","344357000","29338000","1642960000","155224000","4224000","2023-08-10 21:59:03","2023-08-10 21:59:03"
"1443","Programas e Serviços","Programas e Serviços","LOCAWEB ON NM","2023-06-30","LWSA3","2","43.7","595764000","73312000","1060060000","1831570000","4417080000","2913770000","1223900000","67487000","-19104000","313900000","13146000","-38832000","2023-08-10 21:59:11","2023-08-10 21:59:11"
"1444","Previdência e Seguros","Seguradoras","PORTO SEGURO SA ON","2023-06-30","PSSA3","60.8","14.6","646586000","0","11317300000","35091600000","52623300000","11459200000","30355800000","25096000000","1866710000","7744460000","6319930000","705555000","2023-08-10 21:59:13","2023-08-10 21:59:13"
"1445","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","OUROFINO S/A ON NM","2023-06-30","OFSA3","14.2","15.1","53949000","403562000","262122000","806333000","1300430000","664399000","1002500000","138167000","17319000","231843000","25318000","-70399000","2023-08-10 21:59:21","2023-08-10 21:59:21"
"1446","Construção Civil","Incorporações","TECNISA ON NM","2023-06-30","TCSA3","-1.7","4.4","73619000","663531000","161160000","831367000","1567760000","598661000","390843000","-23011000","26165000","101811000","-837000","4577000","2023-08-10 21:59:25","2023-08-10 21:59:25"
"1447","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","DIAGNOSTICOS DA AMERICA SA ON","2023-06-30","DASA3","4.4","39.2","752800000","11120000000","2825130000","8283300000","27381300000","8139120000","13869300000","1028130000","-752066000","3630940000","241901000","-282101000","2023-08-10 21:59:28","2023-08-10 21:59:28"
"1448","Serviços Financeiros Diversos","Serviços Financeiros Diversos","B3 ON","2023-06-30","B3SA3","16.7","18","5819000000","11428300000","14262700000","16141900000","47177000000","20540800000","10522000000","5473700000","4175070000","2477120000","1371260000","1052790000","2023-08-10 21:59:29","2023-08-10 21:59:29"
"1449","Comércio","Tecidos, Vestuário e Calçados","GRUPO SOMA ON NM","2023-06-30","SOMA3","5.6","78.2","784747000","1462910000","240585000","3385580000","10746100000","7540900000","5145330000","551041000","308877000","1295160000","150743000","85371000","2023-08-10 21:59:42","2023-08-10 21:59:42"
"1450","Programas e Serviços","Programas e Serviços","SINQIA ON","2023-06-30","SQIA3","4","46.3","87942000","429404000","218226000","290294000","1604650000","639749000","656629000","55663000","877000","166594000","13631000","-3353000","2023-08-10 21:59:49","2023-08-10 21:59:49"
"1451","Transporte","Transporte Ferroviário","MRS LOGÍSTICA S/A PNB MB","2023-06-30","MRSA6B","16.2","14.2","340000000","4478570000","1225070000","2206140000","14712700000","5994930000","5921360000","2090810000","1048110000","1627810000","689910000","335378000","2023-08-11 03:00:10","2023-08-11 03:00:10"
"1452","Energia Elétrica","Energia Elétrica","CEMAR ON MB","2023-06-30","EQMA3B","17","10.7","164184000","2626490000","1006340000","2607430000","8722390000","3783950000","5222840000","1225140000","815937000","1309230000","277429000","169312000","2023-08-11 03:00:17","2023-08-11 03:00:17"
"1453","Químicos","Químicos Diversos","UNIPAR PARTICIPAÇÕES S.A. PNB","2023-06-30","UNIP6","38.7","25.2","103876000","1298610000","1332090000","2383710000","5872800000","2609270000","6266180000","1644010000","783401000","1319630000","319832000","185677000","2023-08-11 03:00:30","2023-08-11 03:00:30"
"1454","Químicos","Químicos Diversos","CRISTAL PNB","2023-06-30","CRPG6","8","7.1","29019000","9272000","105947000","617786000","947424000","703208000","687374000","63595000","104605000","138491000","-4094000","10383000","2023-08-11 03:00:38","2023-08-11 03:00:38"
"1455","Viagens e Lazer","Produção de Eventos e Shows","PARQUE ANHEMBI PNB","2023-06-30","AHEB6","33.4","49.8","8544000","4369000","36882000","155377000","367482000","8577000","470274000","98135000","74924000","116133000","-3617000","1260000","2023-08-11 03:00:49","2023-08-11 03:00:49"
"1456","Energia Elétrica","Energia Elétrica","EQTL PARA PNB","2023-06-30","EQPA6","23.9","16.7","2209070000","5124110000","1372730000","4374040000","13161300000","3812660000","9244600000","2606140000","1800570000","2409930000","815576000","519256000","2023-08-11 03:00:51","2023-08-11 03:00:51"
"1457","Energia Elétrica","Energia Elétrica","ENERGISA MT ON","2023-06-30","ENMT4","15.8","14.2","218942000","5478320000","1010350000","3489020000","12639200000","3256180000","6985080000","1763380000","974584000","1817630000","511156000","305382000","2023-08-11 03:02:04","2023-08-11 03:02:04"
"1458","Máquinas e Equipamentos","Máq. e Equip. Industriais","ELECTRO AÇO ALTONA S/A PN","2023-06-30","EALT4","9.5","16.3","22500000","108983000","8109000","187605000","526986000","221860000","469816000","46313000","31327000","120618000","14224000","9369000","2023-08-11 03:02:06","2023-08-11 03:02:06"
"1459","Água e Saneamento","Água e Saneamento","SANEPAR PN","2023-06-30","SAPR4","15.2","7.5","1511210000","5614400000","1154120000","2604130000","17706000000","9100570000","5897680000","2467070000","1367570000","1536030000","653171000","422108000","2023-08-11 03:02:30","2023-08-11 03:02:30"
"1460","Telecomunicações","Telecomunicações","OI ON N1","2023-06-30","OIBR4","-17.9","-17.8","660304000","23746200000","2513390000","9312880000","29437500000","-23993100000","10408700000","-4026080000","-22841700000","2454170000","-604964000","-844899000","2023-08-11 03:02:38","2023-08-11 03:02:38"
"1461","Transporte","Transporte Aéreo","AZUL PN","2023-06-30","AZUL4","16.4","15.8","348010000","22223200000","616210000","4628300000","17122000000","-19682000000","17562800000","2234030000","-1621680000","4254190000","401726000","23908000","2023-08-11 03:03:49","2023-08-11 03:03:49"
"1462","Energia Elétrica","Energia Elétrica","CEEE-D PN N1","2023-06-30","CEED4","8.7","11.6","68255000","3963640000","1456320000","2867570000","7502210000","-2871730000","4923590000","488098000","-300026000","1120160000","65621000","-159448000","2023-08-11 03:04:52","2023-08-11 03:04:52"
"1463","Siderurgia e Metalurgia","Siderurgia","FERBASA PN","2023-06-30","FESA4","25.6","25.2","88320000","317049000","1031620000","1768900000","4131530000","3220380000","2826160000","761014000","682415000","626128000","107887000","121717000","2023-08-11 03:05:37","2023-08-11 03:05:37"
"1464","Madeira e Papel","Madeira","EUCATEX PN","2023-06-30","EUCA4","11.2","19.8","92619000","683605000","133270000","1432100000","3910870000","2138630000","2641720000","395223000","259356000","651254000","96513000","55464000","2023-08-11 03:06:00","2023-08-11 03:06:00"
"1465","Comércio","Produtos Diversos","PETZ ON NM","2023-06-30","PETZ3","6.3","31.7","462471000","453403000","506721000","1385640000","3964640000","1857470000","3086450000","198793000","41137000","791648000","47977000","11391000","2023-08-11 03:06:06","2023-08-11 03:06:06"
"1466","Programas e Serviços","Programas e Serviços","MOBLY ON NM","2023-06-30","MBLY3","-14.3","-7.1","106490000","177359000","166869000","452703000","813413000","515451000","610279000","-83812000","-75769000","128154000","-21574000","-17147000","2023-08-11 03:06:12","2023-08-11 03:06:12"
"1467","Energia Elétrica","Energia Elétrica","ENEVA ON","2023-06-30","ENEV3","5","29.9","1584450000","18263000000","1686680000","5326810000","42790700000","12965100000","9003490000","1968290000","656461000","2523330000","753713000","389928000","2023-08-11 03:06:32","2023-08-11 03:06:32"
"1468","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","PETRORECONCA ON NM","2023-06-30","RECV3","19.4","52.5","293202000","608615000","785484000","1254770000","6767580000","4314600000","2958980000","1089570000","997676000","658314000","149739000","177641000","2023-08-11 03:06:35","2023-08-11 03:06:35"
"1469","Químicos","Fertilizantes e Defensivos","VITTIA ON NM","2023-06-30","VITT3","16.9","12.1","143049000","209495000","45129000","505121000","850005000","562176000","759332000","131661000","126646000","72778000","-24478000","-14535000","2023-08-11 03:06:52","2023-08-11 03:06:52"
"1470","Energia Elétrica","Energia Elétrica","LIGHT SA ON","2023-06-30","LIGT3","-7.1","3.2","372555000","10306000000","1750410000","4084960000","23405000000","3060190000","13259700000","-1447840000","-5269610000","3346610000","337431000","109387000","2023-08-11 03:07:10","2023-08-11 03:07:10"
"1471","Serviços Diversos","Serviços Diversos","GPS ON NM","2023-06-30","GGPS3","15.8","27.4","672170000","3170470000","2598320000","5363790000","9338150000","2811770000","10049800000","1055030000","571081000","2610030000","283035000","128727000","2023-08-11 03:07:27","2023-08-11 03:07:27"
"1472","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","ALLIAR ON NM","2023-06-30","AALR3","-0.1","3.1","118293000","991145000","95520000","386719000","2520960000","865378000","1132400000","-1694020","-286526000","299416000","17151000","-51579000","2023-08-11 03:08:12","2023-08-11 03:08:12"
"1473","Água e Saneamento","Água e Saneamento","SABESP ON NM","2023-06-30","SBSP3","9","8.4","683510000","18705200000","2256350000","6262210000","57453600000","28747600000","23772800000","4962370000","3214220000","6154540000","1010350000","743743000","2023-08-11 03:08:57","2023-08-11 03:08:57"
"1474","Construção Civil","Incorporações","Even ON NM","2023-06-30","EVEN3","4","10.3","210000000","945324000","953088000","5474620000","6874000000","2021760000","2568700000","233055000","142008000","758732000","70954000","56060000","2023-08-11 03:10:00","2023-08-11 03:10:00"
"1475","Energia Elétrica","Energia Elétrica","EQUATORIAL ENERGIA S.A. ON NM","2023-06-30","EQTL3","8.8","24","1145350000","43167900000","9587330000","23417000000","95701600000","18590400000","34175300000","7190110000","1645550000","9201480000","1944420000","517699000","2023-08-11 03:10:38","2023-08-11 03:10:38"
"1476","Construção Civil","Incorporações","PLANOEPLANO ON NM","2023-06-30","PLPL3","30.6","22","204256000","553095000","324957000","1629930000","1891630000","521063000","1712430000","407538000","202059000","485500000","87515000","68974000","2023-08-11 03:10:48","2023-08-11 03:10:48"
"1477","Construção Civil","Incorporações","MELNICK ON NM","2023-06-30","MELK3","3.7","31.9","206269000","238620000","410454000","1973690000","2402660000","1195310000","1058280000","71628000","80579000","241671000","14233000","27994000","2023-08-11 03:11:16","2023-08-11 03:11:16"
"1478","Exploração de Imóveis","Exploração de Imóveis","SYN PROP TEC ON NM","2023-06-30","SYNE3","3.7","16.2","152644000","1003160000","312490000","421200000","4010510000","1507070000","423774000","137525000","-35937000","103973000","42049000","-4134000","2023-08-11 03:12:36","2023-08-11 03:12:36"
"1479","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","2023-06-30","REDE3","14.9","12.1","2110320000","12143800000","2389840000","7129510000","26428900000","3795350000","15129600000","3409560000","1303200000","3875720000","956869000","364115000","2023-08-11 03:12:53","2023-08-11 03:12:53"
"1480","Programas e Serviços","Programas e Serviços","WDC NETWORKS ON NM","2023-06-30","LVTC3","17.3","-7.4","64663100","0","72257000","644877000","1392460000","643079000","1009380000","214573000","13825000","219733000","35023000","3511000","2023-08-11 03:13:25","2023-08-11 03:13:25"
"1481","Comércio","Eletrodomésticos","VIA ON","2023-06-30","VIIA3","7.8","5.3","1598430000","8691000000","874000000","14151000000","32956000000","4610000000","30696000000","1901000000","-1155000000","7489000000","411000000","-492000000","2023-08-11 03:15:00","2023-08-11 03:15:00"
"1482","Material de Transporte","Material Rodoviário","WETZEL S.A. PN","2023-06-30","MWET4","0.9","17","2058000","72105000","380000","110184000","277771000","-11961000","289571000","2166000","30754000","66539000","-2779000","-3584000","2023-08-11 21:42:44","2023-08-11 21:42:44"
"1483","Máquinas e Equipamentos","Máq. e Equip. Construção e Agrícolas","METISA PN","2023-06-30","MTSA4","28.9","31.6","8789730","35753400","129669000","424007000","547745000","417587000","726242000","111922000","94527000","168531000","21134700","23498300","2023-08-11 21:47:16","2023-08-11 21:47:16"
"1484","Construção Civil","Incorporações","JOÃO FORTES ENGENHARIA S.A. ON","2023-06-30","JFEN3","-5.3","-28.7","21041000","611489000","19053000","924921000","1136680000","-640874000","74866000","-55955000","-26695000","19771000","-20281000","1160000","2023-08-11 21:53:41","2023-08-11 21:53:41"
"1485","Programas e Serviços","Programas e Serviços","INFRACOMM ON NM","2023-06-30","IFCM3","-2.8","44.5","387336000","747727000","225579000","926787000","3309020000","1416870000","990353000","-73398000","-276639000","299783000","-4321000","-52375000","2023-08-11 21:54:16","2023-08-11 21:54:16"
"1486","Siderurgia e Metalurgia","Artefatos de Cobre","PARANAPANEMA S.A. ON","2023-06-30","PMAM3","-39","-26.2","43404000","3493430000","26870000","733494000","2102790000","-3625740000","1346700000","-599511000","-3100590000","263546000","-61057000","-613263000","2023-08-11 21:54:19","2023-08-11 21:54:19"
"1487","Construção Civil","Incorporações","CAL S/A ON","2023-06-30","CALI3","9.9","137.1","3721000","61930000","12274000","62110000","204899000","30381000","164935000","18478000","18219000","24477000","3604000","2621000","2023-08-11 21:55:43","2023-08-11 21:55:43"
"1488","Comércio","Tecidos, Vestuário e Calçados","VESTE ON","2023-06-30","VSTE3","2","3.8","113427000","299189000","40461000","545661000","1668710000","1027040000","1118220000","29454000","169826000","288279000","25760000","5157000","2023-08-11 21:56:36","2023-08-11 21:56:36"
"1489","Petróleo, Gás e Biocombustíveis","Equipamentos e Serviços","OSX BRASIL ON NM","2023-06-30","OSXB3","-1.2","45.4","3148000","5698410000","5844000","11742000","2724330000","-6022890000","36470000","-30614000","-293354000","10291000","-8249000","-202736000","2023-08-11 21:58:19","2023-08-11 21:58:19"
"1490","Agropecuária","Agricultura","BOA SAFRA ON NM","2023-06-30","SOJA3","12","75.6","117140000","626128000","280498000","1514810000","2142570000","820247000","1821880000","201287000","178827000","134428000","37920000","27834000","2023-08-11 21:59:53","2023-08-11 21:59:53"
"1491","Alimentos Processados","Alimentos Diversos","M.DIASBRANCO ON NM","2023-06-30","MDIA3","8.1","15.3","339000000","2385250000","1229330000","5184840000","11702000000","6996790000","11076600000","770652000","498388000","2849430000","323901000","217892000","2023-08-11 21:59:59","2023-08-11 21:59:59"
"1492","Previdência e Seguros","Seguradoras","CONSORCIO ALFA PNB","2023-06-30","BRGE6","-55.8","-46.4","73646000","0","1529680000","1630360000","2943090000","1317630000","3608000","-788032000","80159000","870000","-183051000","11070000","2023-08-12 03:00:52","2023-08-12 03:00:52"
"1493","Intermediários Financeiros","Bancos","ALFA HOLDINGS PNB","2023-06-30","RPAD6","-0.6","-31.7","84682000","0","61113000","61500000","1090470000","1086730000","0","-5871000","60867000","0","-1246000","7972000","2023-08-12 03:00:56","2023-08-12 03:00:56"
"1494","Gás","Gás","COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS","2023-06-30","CGAS5","28.4","22","132521000","7677790000","2100400000","5375900000","13777400000","98610000","17199000000","2926400000","447160000","3867430000","740294000","275647000","2023-08-12 03:01:11","2023-08-12 03:01:11"
"1495","Alimentos Processados","Alimentos Diversos","CONSERVAS ODERICH SA PN","2023-06-30","ODER4","14.1","20.5","11287000","158183000","18979000","588255000","837877000","483063000","819026000","110012000","119476000","179534000","26879000","21698000","2023-08-12 03:02:58","2023-08-12 03:02:58"
"1496","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","TEKNO PN","2023-06-30","TKNO4","9.7","23.2","2948000","2476000","32135000","178508000","334890000","272425000","276378000","26906000","29120000","66295000","4992000","7422000","2023-08-12 03:03:41","2023-08-12 03:03:41"
"1497","Transporte","Transporte Hidroviário","TREVISA INVESTIMENTOS SA PN","2023-06-30","LUXM4","15.9","3.2","20784000","5433000","8900000","21383000","161734000","116220000","134899000","23486000","14651000","35128000","8030000","5622000","2023-08-12 03:04:06","2023-08-12 03:04:06"
"1498","Material de Transporte","Material Rodoviário","METALURGICA RIOSULENSE S/A PN","2023-06-30","RSUL4","37.1","29.6","6072130","8338000","47476000","180180000","342445000","161582000","380816000","103488000","65186000","84916000","20489000","12743000","2023-08-12 03:04:23","2023-08-12 03:04:23"
