"id","ultCot","cod","cotAtual","nAcoes","divYield","ultInsert","ultAt"
"8151","2023-03-07","PGMN3","3.5","463830000","5.3","2023-03-07 21:48:38","2023-11-07 14:11:00"
"8152","2023-03-07","CMIN3","4.93","5485340000","18.9","2023-03-07 21:48:38","2023-11-07 14:08:56"
"8153","2023-03-07","LOGN3","31.6","106477000","0","2023-03-07 21:48:42","2023-11-07 14:11:35"
"8154","2023-03-07","COGN3","2.02","1876610000","0","2023-03-07 21:48:43","2023-11-07 14:04:11"
"8155","2023-03-07","EVEN3","4.43","212000000","3.4","2023-03-07 21:48:45","2023-11-07 14:08:22"
"8156","2023-03-07","TTEN3","12.76","498298000","0.1","2023-03-07 21:48:46","2023-11-07 14:13:45"
"8157","2023-03-07","LREN3","18.24","963227000","3.7","2023-03-07 21:48:46","2023-11-07 14:12:52"
"8158","2023-03-07","JFEN3","2.97","21041000","0","2023-03-07 21:48:48","2023-11-07 14:05:39"
"8159","2023-03-07","TECN3","2.53","72706000","3.2","2023-03-07 21:48:49","2023-11-07 14:07:30"
"8160","2023-03-07","CSAN3","15.22","1874070000","2.8","2023-03-07 21:48:52","2023-11-07 14:11:07"
"8161","2023-03-07","PFRM3","3.14","123813000","5.5","2023-03-07 21:48:58","2023-11-07 14:07:25"
"8162","2023-03-07","ATOM3","2.8","23805000","2.2","2023-03-07 21:48:58","2023-11-07 14:07:42"
"8163","2023-03-07","BIOM3","4.1","81288000","0","2023-03-07 21:48:59","2023-11-07 14:12:54"
"8164","2023-03-07","ANIM3","3.27","403869000","0","2023-03-07 21:49:08","2023-11-07 14:04:47"
"8165","2023-03-07","PMAM3","4.99","43404000","0","2023-03-07 21:49:13","2023-11-07 14:12:56"
"8166","2023-03-07","PNVL3","9.76","150377000","2.3","2023-03-07 21:49:15","2023-11-07 14:12:59"
"8167","2023-03-07","EQTL3","25.5","1129320000","2.5","2023-03-07 21:49:18","2023-11-07 14:10:00"
"8168","2023-03-07","SEQL3","3.54","140702000","0","2023-03-07 21:49:25","2023-11-07 14:04:31"
"8169","2023-03-07","PLPL3","4.33","204256000","3.7","2023-03-07 21:49:26","2023-11-07 14:08:36"
"8170","2023-03-07","KEPL3","20.2","179720000","9.9","2023-03-07 21:49:28","2023-11-07 14:07:27"
"8171","2023-03-07","ARML3","13.48","346016000","3","2023-03-07 21:49:31","2023-11-07 14:11:47"
"8172","2023-03-07","CAML3","7.51","350000000","5.1","2023-03-07 21:49:31","2023-11-07 14:07:58"
"8173","2023-03-07","AVLL3","5.9","22415800","0","2023-03-07 21:49:33","2023-11-07 14:05:41"
"8174","2023-03-07","JALL3","7.41","294697000","2.4","2023-03-07 21:49:35","2023-11-07 14:06:38"
"8175","2023-03-07","RAIL3","18.37","1854160000","0.1","2023-03-07 21:49:38","2023-11-07 14:03:26"
"8176","2023-03-07","CIEL3","5","2716820000","5","2023-03-07 21:49:39","2023-11-07 14:09:10"
"8177","2023-03-07","MNDL3","56","2480000","0","2023-03-07 21:49:43","2023-11-07 14:13:01"
"8178","2023-03-07","RADL3","23.39","1651930000","1.1","2023-03-07 21:49:44","2023-11-07 14:12:00"
"8179","2023-03-07","PTBL3","6.37","140987000","5.2","2023-03-07 21:49:46","2023-11-07 14:13:03"
"8180","2023-03-07","QUAL3","4.51","284014000","5.7","2023-03-07 21:49:46","2023-11-07 14:08:44"
"8181","2023-03-07","MEAL3","2","286370000","0","2023-03-07 21:49:47","2023-11-07 14:04:26"
"8182","2023-03-07","MYPK3","11.31","153720000","7.4","2023-03-07 21:49:49","2023-11-07 14:13:06"
"8183","2023-03-07","ALPK3","1.39","214427000","0","2023-03-07 21:49:50","2023-11-07 14:05:08"
"8184","2023-03-07","MELK3","2.93","206269000","7.3","2023-03-07 21:49:51","2023-11-07 14:07:56"
"8185","2023-03-07","MOVI3","7.11","362302000","20.4","2023-03-07 21:49:55","2023-11-07 14:06:35"
"8186","2023-03-07","IGTI3","2.79","2104090000","1.2","2023-03-07 21:49:56","2023-11-07 14:12:18"
"8187","2023-03-07","POSI3","6.8","141800000","5","2023-03-07 21:49:59","2023-11-07 14:07:47"
"8188","2023-03-07","AERI3","1.3","766213000","1.6","2023-03-07 21:50:03","2023-11-07 14:03:58"
"8189","2023-03-07","RDNI3","5.81","43770000","1","2023-03-07 21:50:08","2023-11-07 14:10:28"
"8190","2023-03-07","RANI3","8.59","246359000","7.7","2023-03-07 21:50:08","2023-11-07 14:13:08"
"8191","2023-03-07","ROMI3","17.25","88734000","5.1","2023-03-07 21:50:09","2023-11-07 14:13:10"
"8192","2023-03-07","CALI3","8.5","3721000","5.1","2023-03-07 21:50:11","2023-11-07 14:13:12"
"8193","2023-03-07","BAHI3","10.94","23897700","0","2023-03-07 21:50:13","2023-11-07 14:13:14"
"8194","2023-03-07","ASAI3","17.75","1350260000","0.9","2023-03-07 21:50:20","2023-11-07 14:10:58"
"8195","2023-03-07","CASH3","0.92","865180000","0","2023-03-07 21:50:22","2023-11-07 14:04:13"
"8196","2023-03-07","SIMH3","7.54","838408000","8.7","2023-03-07 21:50:23","2023-11-07 14:09:32"
"8197","2023-03-07","CSMG3","14.97","380253000","2.6","2023-03-07 21:50:31","2023-11-07 14:08:59"
"8198","2023-03-07","RPMG3","1.64","67692000","0","2023-03-07 21:50:32","2023-11-07 14:13:16"
"8199","2023-03-07","JSLG3","7.02","286431000","6.4","2023-03-07 21:50:32","2023-11-07 14:09:22"
"8200","2023-03-07","LOGG3","13.8","102159000","6.7","2023-03-07 21:50:36","2023-11-07 14:06:42"
"8201","2023-03-07","SBFG3","8.52","243596000","1.4","2023-03-07 21:50:39","2023-11-07 14:08:32"
"8202","2023-03-07","DMVF3","3.42","50603000","0","2023-03-07 21:50:42","2023-11-07 14:08:46"
"8203","2023-03-07","JHSF3","4.23","679329000","3.4","2023-03-07 21:50:42","2023-11-07 14:06:54"
"8204","2023-03-07","BEEF3","11.86","607283000","4.7","2023-03-07 21:50:45","2023-11-07 14:09:24"
"8205","2023-03-07","MRVE3","5.69","483784000","6.9","2023-03-07 21:50:47","2023-11-07 14:08:51"
"8206","2023-03-07","LEVE3","31.78","128309000","14.1","2023-03-07 21:50:48","2023-11-07 14:13:18"
"8207","2023-03-07","VSTE3","11.9","113427000","0","2023-03-07 21:50:49","2023-11-07 14:13:53"
"8208","2023-03-07","CYRE3","15.28","399743000","3.7","2023-03-07 21:50:53","2023-11-07 14:13:21"
"8209","2023-03-07","AURE3","14.83","1000000000","0","2023-03-07 21:50:54","2023-11-07 14:13:47"
"8210","2023-03-07","MTRE3","3.55","105775000","6.4","2023-03-07 21:50:55","2023-11-07 14:10:08"
"8211","2023-03-07","HBRE3","4.16","103189000","0","2023-03-07 21:50:57","2023-11-07 14:06:23"
"8212","2023-03-07","HYPE3","41.79","633421000","2.9","2023-03-07 21:50:59","2023-11-07 14:10:45"
"8213","2023-03-07","NEOE3","14.09","1213800000","6.5","2023-03-07 21:51:01","2023-11-07 14:06:51"
"8214","2023-03-07","SYNE3","4.05","152644000","12.9","2023-03-07 21:51:02","2023-11-07 14:06:04"
"8215","2023-03-07","MDNE3","5.01","84909000","0","2023-03-07 21:51:04","2023-11-07 14:07:11"
"8216","2023-03-07","VALE3","85.33","4539010000","9.7","2023-03-07 21:51:08","2023-11-07 14:13:23"
"8217","2023-03-07","EGIE3","40.45","815928000","5.5","2023-03-07 21:51:09","2023-11-07 14:10:38"
"8218","2023-03-07","WEGE3","39.59","4197320000","1.4","2023-03-07 21:51:12","2023-11-07 14:13:26"
"8219","2023-03-07","CPFE3","29.92","1152250000","10.8","2023-03-07 21:51:13","2023-11-07 14:08:27"
"8220","2023-03-07","REDE3","5.29","2110320000","9.9","2023-03-07 21:51:18","2023-11-07 14:13:28"
"8221","2023-03-07","SLCE3","48.85","233665000","5.7","2023-03-07 21:51:22","2023-11-07 14:08:25"
"8222","2023-03-07","CSUD3","10.19","41800000","9.2","2023-03-07 21:51:24","2023-11-07 14:08:17"
"8223","2023-03-07","NGRD3","1.2","238662000","1.2","2023-03-07 21:51:27","2023-11-07 14:12:15"
"8224","2023-03-07","PARD3","19.15","126839000","3.3","2023-03-07 21:51:27","2023-11-07 14:10:27"
"8225","2023-03-07","GRND3","7.29","902160000","4.2","2023-03-07 21:51:28","2023-11-07 14:09:12"
"8226","2023-03-07","TEND3","4.67","104344000","0","2023-03-07 21:51:30","2023-11-07 14:05:32"
"8227","2023-03-07","ELMD3","15.8","139984000","0","2023-03-07 21:51:32","2023-11-07 14:03:28"
"8228","2023-03-07","ALLD3","4.8","93220600","19.3","2023-03-07 21:51:33","2023-11-07 14:08:30"
"8229","2023-03-07","RSID3","3.11","20000000","0","2023-03-07 21:51:34","2023-11-07 14:05:43"
"8230","2023-03-07","VLID3","8.05","81836000","3.3","2023-03-07 21:51:35","2023-11-07 14:11:20"
"8231","2023-03-07","CSED3","2.94","367049000","4.5","2023-03-07 21:51:36","2023-11-07 14:11:45"
"8232","2023-03-07","WIZC3","6.74","159907000","8.7","2023-03-07 21:51:41","2023-11-07 14:13:54"
"8233","2023-03-07","EZTC3","12.44","220989000","6.4","2023-03-07 21:51:44","2023-11-07 14:08:41"
"8234","2023-03-07","LVTC3","5.65","64663100","3.1","2023-03-07 21:51:45","2023-11-07 14:13:49"
"8235","2023-03-07","PDTC3","2.35","78450000","0","2023-03-07 21:51:47","2023-11-07 14:12:11"
"8236","2023-03-07","VULC3","10.91","245916000","3.4","2023-03-07 21:51:57","2023-11-07 14:13:30"
"8237","2023-03-07","SUZB3","47.75","1324120000","5.1","2023-03-07 21:52:02","2023-11-07 14:13:33"
"8238","2023-03-07","OSXB3","6.67","3148000","0","2023-03-07 21:52:04","2023-11-07 14:05:52"
"8239","2023-03-07","INTB3","28.98","327611000","1.3","2023-03-07 21:52:06","2023-11-07 14:11:23"
"8240","2023-03-07","LPSB3","1.75","147555000","4.3","2023-03-07 21:52:07","2023-11-07 14:11:25"
"8241","2023-03-07","AESB3","10","601927000","0.9","2023-03-07 21:52:08","2023-11-07 14:03:24"
"8242","2023-03-07","BMOB3","13.41","90909100","1.5","2023-03-07 21:52:09","2023-11-07 14:10:17"
"8243","2023-03-07","CAMB3","5.75","42275000","3.3","2023-03-07 21:52:11","2023-11-07 14:13:35"
"8244","2023-03-07","CRFB3","12.65","2104770000","2.7","2023-03-07 21:52:13","2023-11-07 14:09:55"
"8245","2023-03-07","CVCB3","3.67","277247000","0","2023-03-07 21:52:16","2023-11-07 14:04:58"
"8246","2023-03-07","CEAB3","2.96","308245000","0","2023-03-07 21:52:22","2023-11-07 14:04:16"
"8247","2023-03-07","VIVA3","21.34","236198000","0.3","2023-03-07 21:52:24","2023-11-07 14:10:25"
"8248","2023-03-07","FRTA3","2.21","2053610","0","2023-03-07 21:52:27","2023-11-07 14:05:22"
"8249","2023-03-07","LWSA3","4.76","594090000","0","2023-03-07 21:52:30","2023-11-07 14:12:20"
"8250","2023-03-07","PSSA3","26.4","646586000","4.4","2023-03-07 21:52:32","2023-11-07 14:10:02"
"8251","2023-03-07","OFSA3","25.9","53949000","2.6","2023-03-07 21:52:39","2023-11-07 14:09:37"
"8252","2023-03-07","GFSA3","7.7","60417000","0","2023-03-07 21:52:40","2023-11-07 14:03:56"
"8253","2023-03-07","TCSA3","2.5","73619000","0","2023-03-07 21:52:43","2023-11-07 14:04:55"
"8254","2023-03-07","HBSA3","1.84","760383000","0","2023-03-07 21:52:45","2023-11-07 14:03:43"
"8255","2023-03-07","DASA3","8.19","752800000","1.2","2023-03-07 21:52:46","2023-11-07 14:04:01"
"8256","2023-03-07","B3SA3","11.05","5819000000","4.7","2023-03-07 21:52:47","2023-11-07 14:10:55"
"8257","2023-03-07","LUPA3","5.39","32297000","0","2023-03-07 21:52:50","2023-11-07 14:04:38"
"8258","2023-03-07","ESPA3","1.17","361423000","0","2023-03-07 21:52:52","2023-11-07 14:03:38"
"8259","2023-03-07","UGPA3","13.2","1115200000","3.9","2023-03-07 21:52:57","2023-11-07 14:13:37"
"8260","2023-03-07","CSNA3","17.3","1326090000","14","2023-03-07 21:53:00","2023-11-07 14:09:02"
"8261","2023-03-07","SOMA3","8.31","784747000","1.1","2023-03-07 21:53:01","2023-11-07 14:11:33"
"8262","2023-03-07","TGMA3","17","66003000","6.6","2023-03-07 21:53:01","2023-11-07 14:09:07"
"8263","2023-03-07","SOJA3","12.75","117140000","0.9","2023-03-07 21:53:07","2023-11-07 14:09:29"
"8264","2023-03-07","SQIA3","16.09","87942000","0.4","2023-03-07 21:53:08","2023-11-07 14:11:57"
"8265","2023-03-07","VIIA3","1.88","1598430000","0","2023-03-07 21:53:10","2023-11-07 14:03:51"
"8266","2023-03-07","MDIA3","31.87","339000000","0.6","2023-03-07 21:53:12","2023-11-07 14:10:53"
"8267","2023-03-07","MEGA3","8.4","622731000","0","2023-03-07 21:53:15","2023-11-07 14:13:48"
"8268","2023-03-07","GPIV33","2.18","79209500","0","2023-03-07 21:53:23","2023-11-07 14:13:41"
"8269","2023-03-07","AURA33","35.52","70742500","4.1","2023-03-07 21:53:31","2023-11-07 14:13:43"
"8270","2023-03-08","EQMA3B","23.01","164184000","8.8","2023-03-08 21:40:13","2023-11-07 14:13:39"
"8271","2023-03-08","ELET6","34.89","2307100000","3","2023-03-08 21:40:15","2023-11-07 14:11:05"
"8272","2023-03-08","CEBR6","11.15","72082000","34.9","2023-03-08 21:40:19","2023-11-07 14:06:49"
"8273","2023-03-08","UNIP6","80.54","103876000","17","2023-03-08 21:40:21","2023-11-07 14:07:07"
"8274","2023-03-08","USIM6","13.02","1253080000","4.8","2023-03-08 21:40:23","2023-11-07 14:06:32"
"8275","2023-03-08","CRPG6","27.28","29019000","17.4","2023-03-08 21:40:26","2023-11-07 14:08:34"
"8276","2023-03-08","CPLE6","7.07","2736550000","12.5","2023-03-08 21:40:27","2023-11-07 14:11:18"
"8277","2023-03-08","CGAS5","129","132521000","11.9","2023-03-08 21:40:39","2023-11-07 14:09:15"
"8278","2023-03-08","COCE5","43.14","77855000","4.5","2023-03-08 21:40:57","2023-11-07 14:12:26"
"8279","2023-03-08","CEEB5","36.09","262096000","17.5","2023-03-08 21:41:02","2023-11-07 14:07:31"
"8280","2023-03-08","RAIZ4","2.94","10352500000","5","2023-03-08 21:41:04","2023-11-07 14:11:40"
"8281","2023-03-08","TXRX4","3.15","4259000","0","2023-03-08 21:41:06","2023-11-07 14:05:30"
"8282","2023-03-08","RNEW4","1.99","249484000","0","2023-03-08 21:41:08","2023-11-07 14:06:20"
"8283","2023-03-08","AZEV4","1.64","77180000","0","2023-03-08 21:41:10","2023-11-07 14:09:35"
"8284","2023-03-08","GOAU4","12.71","1033840000","9.3","2023-03-08 21:41:13","2023-11-07 14:06:30"
"8285","2023-03-08","RAPT4","8.27","329331000","10.4","2023-03-08 21:41:17","2023-11-07 14:07:32"
"8286","2023-03-08","HOOT4","1.05","18372000","0","2023-03-08 21:41:18","2023-11-07 14:05:59"
"8287","2023-03-08","PTNT4","6.24","48046500","5.1","2023-03-08 21:41:19","2023-11-07 14:07:14"
"8288","2023-03-08","EALT4","7.18","22500000","4.2","2023-03-08 21:41:21","2023-11-07 14:06:33"
"8289","2023-03-08","MWET4","12.1","2058000","0","2023-03-08 21:41:23","2023-11-07 14:06:06"
"8290","2023-03-08","PETR4","25.42","13044500000","65.8","2023-03-08 21:41:33","2023-11-07 14:06:13"
"8291","2023-03-08","SAPR4","3.45","1511210000","8.9","2023-03-08 21:41:37","2023-11-07 14:07:18"
"8292","2023-03-08","BOBR4","1.17","260510000","0","2023-03-08 21:41:41","2023-11-07 14:04:44"
"8293","2023-03-08","OIBR4","3.44","660304000","0","2023-03-08 21:41:42","2023-11-07 14:05:27"
"8294","2023-03-08","GGBR4","28.62","1757070000","12.3","2023-03-08 21:41:43","2023-11-07 14:06:46"
"8295","2023-03-08","DEXP4","6.71","94014000","6","2023-03-08 21:41:49","2023-11-07 14:07:09"
"8296","2023-03-08","ALUP4","8.97","914276000","4.6","2023-03-08 21:41:49","2023-11-07 14:08:49"
"8297","2023-03-08","INEP4","1","183431000","0","2023-03-08 21:42:00","2023-11-07 14:06:02"
"8298","2023-03-08","POMO4","3.37","946893000","6.9","2023-03-08 21:42:07","2023-11-07 14:09:19"
"8299","2023-03-08","CEDO4","3.29","10000000","0","2023-03-08 21:42:10","2023-11-07 14:05:18"
"8300","2023-03-08","TFCO4","11","159718000","1.6","2023-03-08 21:42:11","2023-11-07 14:10:43"
"8301","2023-03-08","KLBN4","3.94","5617890000","7.5","2023-03-08 21:42:19","2023-11-07 14:07:16"
"8302","2023-03-08","CTNM4","1.42","30636000","0","2023-03-08 21:42:24","2023-11-07 14:31:47"
"8303","2023-03-08","BALM4","8.6","9800000","4.2","2023-03-08 21:42:27","2023-11-07 14:06:40"
"8304","2023-03-08","AZUL4","11.98","348010000","0","2023-03-08 21:42:31","2023-11-07 14:05:11"
"8305","2023-03-08","RSUL4","66.85","5938710","2.9","2023-03-08 21:42:32","2023-11-07 14:07:44"
"8306","2023-03-08","SHUL4","4.68","357375000","6","2023-03-08 21:42:33","2023-11-07 14:08:14"
"8307","2023-03-08","RCSL4","0.54","254578000","0","2023-03-08 21:42:36","2023-11-07 14:04:29"
"8308","2023-03-08","WHRL4","4.51","1502790000","4.6","2023-03-08 21:42:37","2023-11-07 14:10:05"
"8309","2023-03-08","TRPL4","21.86","658883000","4.9","2023-03-08 21:42:37","2023-11-07 14:07:49"
"8310","2023-03-08","GOLL4","7.21","418653000","0","2023-03-08 21:42:40","2023-11-07 14:05:34"
"8311","2023-03-08","MGEL4","12","5783210","0","2023-03-08 21:42:43","2023-11-07 14:06:08"
"8312","2023-03-08","ENGI4","7.55","2039090000","3.1","2023-03-08 21:42:59","2023-11-07 14:08:03"
"8313","2023-03-08","CMIG4","10.74","2201370000","12.7","2023-03-08 21:43:05","2023-11-07 14:08:19"
"8314","2023-03-08","TAEE4","12.09","1033500000","17.1","2023-03-08 21:43:13","2023-11-07 14:08:08"
"8315","2023-03-08","EMAE4","47.5","36947000","1.9","2023-03-08 21:43:15","2023-11-07 14:11:12"
"8316","2023-03-08","SLED4","1.02","9635000","0","2023-03-08 21:43:17","2023-11-07 14:05:57"
"8317","2023-03-08","CLSC4","49.13","38572000","6.7","2023-03-08 21:43:22","2023-11-07 14:12:28"
"8318","2023-03-08","TELB4","8","86383000","0","2023-03-08 21:43:32","2023-11-07 14:04:36"
"8319","2023-03-08","HETA4","5.25","510000","0","2023-03-08 21:43:41","2023-11-07 14:05:20"
"8320","2023-03-08","MTSA4","41.89","8789730","6.3","2023-03-08 21:43:42","2023-11-07 14:07:04"
"8321","2023-03-08","ITSA4","8.3","9701410000","5.5","2023-03-08 21:43:42","2023-11-07 14:12:23"
"8322","2023-03-08","CTSA4","1.39","27825000","17.2","2023-03-08 21:43:43","2023-11-07 14:05:25"
"8323","2023-03-08","FESA4","53.62","88320000","10","2023-03-08 21:43:46","2023-11-07 14:06:57"
"8324","2023-03-08","TASA4","14.8","126634000","10.3","2023-03-08 21:43:47","2023-11-07 14:06:28"
"8325","2023-03-08","CGRA4","28.5","19346900","11.9","2023-03-08 21:43:48","2023-11-07 14:07:21"
"8326","2023-03-08","ALPA4","9.97","683062000","0","2023-03-08 21:43:53","2023-11-07 14:11:15"
"8327","2023-03-08","GEPA4","25.3","94433000","9.5","2023-03-08 21:43:55","2023-11-07 14:10:33"
"8328","2023-03-08","TEKA4","16.99","503000","0","2023-03-08 21:44:00","2023-11-07 14:05:48"
"8329","2023-03-08","HAGA4","1.03","11900000","0","2023-03-08 21:44:02","2023-11-07 14:06:44"
"8330","2023-03-08","EUCA4","10.43","92619000","7.6","2023-03-08 21:44:03","2023-11-07 14:06:15"
"8331","2023-03-08","ARZZ3","77.62","110186000","2.4","2023-03-08 21:44:05","2023-11-07 14:11:03"
"8332","2023-03-08","DOTZ3","0.84","132068000","0","2023-03-08 21:44:06","2023-11-07 14:05:16"
"8333","2023-03-08","PETZ3","6.77","462471000","0.3","2023-03-08 21:44:07","2023-11-07 14:12:05"
"8334","2023-03-08","AGXY3","9.09","170825000","1.8","2023-03-08 21:44:08","2023-11-07 14:03:53"
"8335","2023-03-08","CURY3","12.43","291875000","5.8","2023-03-08 21:44:08","2023-11-07 14:09:27"
"8336","2023-03-08","FLRY3","14.67","521129000","5.9","2023-03-08 21:44:09","2023-11-07 14:10:35"
"8337","2023-03-08","TUPY3","26.51","144178000","1.7","2023-03-08 21:44:09","2023-11-07 14:12:31"
"8338","2023-03-08","MBLY3","3","106490000","0","2023-03-08 21:44:11","2023-11-07 14:04:52"
"8339","2023-03-08","SHOW3","2.4","67413000","0","2023-03-08 21:44:17","2023-11-07 14:04:23"
"8340","2023-03-08","LAVV3","5.4","199534000","11.4","2023-03-08 21:44:18","2023-11-07 14:09:05"
"8341","2023-03-08","ODPV3","11.71","552496000","2.6","2023-03-08 21:44:19","2023-11-07 14:09:50"
"8342","2023-03-08","HAPV3","2.92","7539460000","0","2023-03-08 21:44:20","2023-11-07 14:03:31"
"8343","2023-03-08","ENEV3","11.84","1584450000","0","2023-03-08 21:44:24","2023-11-07 14:10:50"
"8344","2023-03-08","ABEV3","13.62","15753800000","5.6","2023-03-08 21:44:25","2023-11-07 14:10:40"
"8345","2023-03-08","MGLU3","3.43","6748930000","0","2023-03-08 21:44:30","2023-11-07 14:03:40"
"8346","2023-03-08","ENJU3","0.89","200243000","0","2023-03-08 21:44:31","2023-11-07 14:05:00"
"8347","2023-03-08","BLAU3","29.86","179394000","2.8","2023-03-08 21:44:35","2023-11-07 14:10:20"
"8348","2023-03-08","VIVT3","39.04","1663560000","7.8","2023-03-08 21:44:35","2023-11-07 14:12:33"
"8349","2023-03-08","VITT3","11.92","143049000","3.1","2023-03-08 21:44:38","2023-11-07 14:09:40"
"8350","2023-03-08","WEST3","1.01","110404000","0","2023-03-08 21:44:39","2023-11-07 14:05:03"
"8351","2023-03-08","RENT3","56","988436000","2.1","2023-03-08 21:44:44","2023-11-07 14:11:43"
"8352","2023-03-08","MULT3","25.24","600761000","2.8","2023-03-08 21:44:46","2023-11-07 14:10:48"
"8353","2023-03-08","LIGT3","2.67","372555000","9.5","2023-03-08 21:44:50","2023-11-07 14:04:08"
"8354","2023-03-08","SMFT3","15.81","586242000","0","2023-03-08 21:44:51","2023-11-07 14:03:48"
"8355","2023-03-08","ENAT3","12.68","265807000","13.5","2023-03-08 21:44:57","2023-11-07 14:06:59"
"8356","2023-03-08","GMAT3","5.37","2209350000","0","2023-03-08 21:44:58","2023-11-07 14:10:13"
"8357","2023-03-08","TOTS3","28.03","617183000","1.1","2023-03-08 21:44:58","2023-11-07 14:11:52"
"8358","2023-03-08","JBSS3","19.86","2218120000","10.1","2023-03-08 21:45:00","2023-11-07 14:06:17"
"8359","2023-03-08","SGPS3","1.14","50000000","0","2023-03-08 21:45:02","2023-11-07 14:31:49"
"8360","2023-03-08","GGPS3","12.59","672170000","0","2023-03-08 21:45:03","2023-11-07 14:13:51"
"8361","2023-03-08","TIMS3","12.41","2420800000","4.7","2023-03-08 21:45:05","2023-11-07 14:09:57"
"8362","2023-03-08","MILS3","11.49","246309000","2.3","2023-03-08 21:45:06","2023-11-07 14:09:42"
"8363","2023-03-08","BMKS3","387","454750","4.6","2023-03-08 21:45:07","2023-11-07 14:08:01"
"8364","2023-03-08","TRIS3","3.42","186618000","6.4","2023-03-08 21:45:08","2023-11-07 14:09:45"
"8365","2023-03-08","TPIS3","0.83","44000000","2.3","2023-03-08 21:45:09","2023-11-07 14:03:33"
"8366","2023-03-08","BRFS3","7.08","1082470000","0","2023-03-08 21:45:11","2023-11-07 14:04:34"
"8367","2023-03-08","FRAS3","10.4","270016000","3.4","2023-03-08 21:45:14","2023-11-07 14:12:35"
"8368","2023-03-08","BOAS3","7.6","532614000","3.5","2023-03-08 21:45:14","2023-11-07 14:10:22"
"8369","2023-03-08","UCAS3","2.5","66086000","7.3","2023-03-08 21:45:17","2023-11-07 14:07:01"
"8370","2023-03-08","ORVR3","39.22","82950900","0","2023-03-08 21:45:19","2023-11-07 14:03:45"
"8371","2023-03-08","VIVR3","0.44","234784000","0","2023-03-08 21:45:20","2023-11-07 14:04:49"
"8372","2023-03-08","DIRR3","15.53","150000000","7.5","2023-03-08 21:45:26","2023-11-07 14:09:52"
"8373","2023-03-08","BRPR3","245.84","11611000","41.2","2023-03-08 21:45:27","2023-11-07 14:05:14"
"8374","2023-03-08","MNPR3","8.2","7100000","0","2023-03-08 21:45:28","2023-11-07 14:12:38"
"8375","2023-03-08","RDOR3","24.9","2289290000","1.4","2023-03-08 21:45:32","2023-11-07 14:12:02"
"8376","2023-03-08","ECOR3","4.5","696334000","0.2","2023-03-08 21:45:33","2023-11-07 14:11:10"
"8377","2023-03-08","HBOR3","2.1","133851000","8.6","2023-03-08 21:45:33","2023-11-07 14:07:53"
"8378","2023-03-08","PRNR3","8.08","38908000","3.7","2023-03-08 21:45:34","2023-11-07 14:08:39"
"8379","2023-03-08","AALR3","22.09","118293000","0","2023-03-08 21:45:35","2023-11-07 14:04:06"
"8380","2023-03-08","PDGR3","7.03","3222000","0","2023-03-08 21:45:38","2023-11-07 14:05:54"
"8381","2023-03-08","ETER3","10.33","61777000","9.7","2023-03-08 21:45:39","2023-11-07 14:12:40"
"8382","2023-03-08","APER3","26.01","19562000","0.2","2023-03-08 21:45:40","2023-11-07 14:11:38"
"8383","2023-03-08","AMER3","1.1","902530000","0","2023-03-08 21:45:41","2023-11-07 14:31:55"
"8384","2023-03-08","FHER3","16.94","53857000","0","2023-03-08 21:45:42","2023-11-07 14:06:26"
"8385","2023-03-08","SEER3","3.9","128722000","0","2023-03-08 21:45:43","2023-11-07 14:04:41"
"8386","2023-03-08","ENBR3","22.24","581165000","11.5","2023-03-08 21:45:46","2023-11-07 14:07:35"
"8387","2023-03-08","EMBR3","18.15","740465000","0","2023-03-08 21:45:47","2023-11-07 14:04:21"
"8388","2023-03-08","IGBR3","66","1250000","0","2023-03-08 21:45:50","2023-11-07 14:31:57"
"8389","2023-03-08","VBBR3","15.18","1165000000","5.6","2023-03-08 21:45:52","2023-11-07 14:08:54"
"8390","2023-03-08","GUAR3","4.74","499200000","3","2023-03-08 21:45:53","2023-11-07 14:12:43"
"8391","2023-03-08","EPAR3","9.89","14861000","0","2023-03-08 21:45:55","2023-11-07 14:12:45"
"8392","2023-03-08","AMAR3","0.74","342843000","0","2023-03-08 21:45:58","2023-11-07 14:05:06"
"8393","2023-03-08","SCAR3","14.5","57737000","1","2023-03-08 21:45:58","2023-11-07 14:12:47"
"8394","2023-03-08","PCAR3","14.79","270139000","2.4","2023-03-08 21:45:59","2023-11-07 14:12:49"
"8395","2023-03-08","YDUQ3","7.56","309089000","1.7","2023-03-08 21:46:00","2023-11-07 14:03:36"
"8396","2023-03-08","LJQQ3","4.2","187290000","0","2023-03-08 21:46:00","2023-11-07 14:12:13"
"8397","2023-03-08","NEXP3","5.43","2655570","0","2023-03-08 21:46:03","2023-11-07 14:05:36"
"8398","2023-03-08","SBSP3","53.16","683510000","1.8","2023-03-08 21:46:08","2023-11-07 14:09:47"
"8399","2023-03-08","RRRP3","33.36","203088000","0","2023-03-08 21:46:08","2023-11-07 14:11:55"
"8400","2023-03-08","ATMP3","1.02","26710000","0","2023-03-08 21:46:10","2023-11-07 14:05:50"
"8401","2023-03-08","ZAMP3","5.08","275355000","0","2023-03-08 21:46:12","2023-11-07 14:04:03"
"8402","2023-03-08","GSHP3","15.35","1928770","0","2023-03-08 21:46:17","2023-11-07 14:05:45"
"8403","2023-03-08","STBP3","8.16","864170000","8.1","2023-03-08 21:46:24","2023-11-07 14:10:31"
