data e hora	media_coef	num_row	accurate	per_i	qtd_dias
 2023-11-11 04:03:02.607148 	0.228512775	10	1	4	4
 2023-11-11 04:06:51.717274 	0.232297936	10	1	4	4
 2023-11-11 04:10:26.858703 	0.228375231	10	1	4	4
 2023-11-11 04:13:40.355441 	0.213089424	10	1	5	4
 2023-11-11 04:19:46.139239 	0.209764118	10	1	5	4
 2023-11-11 04:26:22.971815 	0.212301787	10	1	5	4
 2023-11-11 04:32:04.7845 	0.209061924	10	1	5	4
 2023-11-11 04:37:10.260593 	0.208271164	10	1	5	4
 2023-11-11 04:41:54.292263 	0.178065702	10	1	6	4
 2023-11-11 04:46:19.412784 	0.175950512	10	1	6	4
 2023-11-11 04:50:47.280554 	0.181359939	10	1	6	4
 2023-11-11 04:55:11.868672 	0.178078755	10	1	6	4
 2023-11-11 04:59:04.936508 	0.178618448	10	1	6	4
 2023-11-11 05:02:44.542566 	0.327747699	10	1	7	4
 2023-11-11 05:06:54.395426 	0.324763554	10	1	7	4
 2023-11-11 05:11:16.435191 	0.322845569	10	1	7	4
 2023-11-11 05:14:55.542247 	0.32714219	10	1	7	4
 2023-11-11 05:19:44.963446 	0.32591802	10	1	7	4
 2023-11-11 05:31:44.589038 	0.217909449	10	1	4	5
 2023-11-11 05:36:17.602477 	0.215280729	10	1	4	5
 2023-11-11 05:39:57.471609 	0.216802254	10	1	4	5
 2023-11-11 05:44:01.724179 	0.217478895	10	1	4	5
 2023-11-11 05:47:03.083298 	0.216201899	10	1	4	5
 2023-11-11 05:50:40.978575 	0.192200726	10	1	5	5
 2023-11-11 05:55:45.329427 	0.193502691	10	1	5	5
 2023-11-11 06:00:10.5852 	0.190439071	10	1	5	5
 2023-11-11 06:04:49.089624 	0.194785601	10	1	5	5
 2023-11-11 06:09:15.886503 	0.195929599	10	1	5	5
 2023-11-11 06:15:29.244834 	0.166058847	10	1	6	5
 2023-11-11 06:19:15.589615 	0.166461923	10	1	6	5
 2023-11-11 06:23:17.57031 	0.166784017	10	1	6	5
 2023-11-11 06:27:48.1495 	0.16259413	10	1	6	5
 2023-11-11 06:31:09.666346 	0.163281618	10	1	6	5
 2023-11-11 06:34:52.340177 	0.363986199	10	1	7	5
 2023-11-11 06:38:44.600359 	0.362642533	10	1	7	5
 2023-11-11 06:42:49.234053 	0.356440943	10	1	7	5
 2023-11-11 06:46:15.43318 	0.361083393	10	1	7	5
 2023-11-11 06:50:02.366858 	0.361341865	10	1	7	5
 2023-11-11 07:01:27.765802 	0.231640329	10	1	4	6
 2023-11-11 07:05:34.104445 	0.23106668	10	1	4	6
 2023-11-11 07:09:08.064493 	0.229564409	10	1	4	6
 2023-11-11 07:12:18.828343 	0.230991129	10	1	4	6
 2023-11-11 07:15:37.645145 	0.228793212	10	1	4	6
 2023-11-11 07:18:53.177864 	0.189345548	10	1	5	6
 2023-11-11 07:22:59.47486 	0.187356178	10	1	5	6
 2023-11-11 07:26:48.726153 	0.189843809	10	1	5	6
 2023-11-11 07:32:33.103506 	0.194350493	10	1	5	6
 2023-11-11 07:38:36.468899 	0.191098816	10	1	5	6
 2023-11-11 07:43:30.150287 	0.158895106	10	1	6	6
 2023-11-11 07:46:59.386131 	0.15946766	10	1	6	6
 2023-11-11 07:50:37.895883 	0.159956079	10	1	6	6
 2023-11-11 07:55:23.983063 	0.159215199	10	1	6	6
 2023-11-11 07:59:29.592113 	0.160348673	10	1	6	6
 2023-11-11 08:03:03.66212 	0.368825076	10	1	7	6
 2023-11-11 08:08:31.635202 	0.365907594	10	1	7	6
 2023-11-11 08:12:39.030038 	0.370862953	10	1	7	6
 2023-11-11 08:16:55.934716 	0.37022269	10	1	7	6
 2023-11-11 08:21:06.147422 	0.366933109	10	1	7	6
 2023-11-11 08:32:26.750121 	0.239175175	10	1	4	7
 2023-11-11 08:37:32.633118 	0.241472776	10	1	4	7
 2023-11-11 08:44:29.8655 	0.240615593	10	1	4	7
 2023-11-11 08:49:46.655681 	0.247010333	10	1	4	7
 2023-11-11 08:57:34.14117 	0.241987997	10	1	4	7
 2023-11-11 09:03:41.986565 	0.178934532	10	1	5	7
 2023-11-11 09:09:33.635178 	0.180836436	10	1	5	7
 2023-11-11 09:13:57.077812 	0.179686382	10	1	5	7
 2023-11-11 09:17:57.957106 	0.181127512	10	1	5	7
 2023-11-11 09:22:51.189432 	0.182859603	10	1	5	7
 2023-11-11 09:28:09.612279 	0.170420746	10	1	6	7
 2023-11-11 09:32:54.361037 	0.170570484	10	1	6	7
 2023-11-11 09:39:19.2992 	0.172207094	10	1	6	7
 2023-11-11 09:47:08.053126 	0.173806123	10	1	6	7
 2023-11-11 09:53:40.631338 	0.168001472	10	1	6	7
 2023-11-11 09:58:23.753123 	0.361835985	10	1	7	7
 2023-11-11 10:02:13.433324 	0.359422731	10	1	7	7
 2023-11-11 10:06:00.852869 	0.362192698	10	1	7	7
 2023-11-11 10:11:14.577706 	0.357551365	10	1	7	7
 2023-11-11 10:15:12.435854 	0.361182414	10	1	7	7
 2023-11-11 10:27:51.825666 	0.269742036	10	1	4	8
 2023-11-11 10:32:18.041023 	0.273568044	10	1	4	8
 2023-11-11 10:38:41.883391 	0.27071116	10	1	4	8
 2023-11-11 10:43:36.723434 	0.273086973	10	1	4	8
 2023-11-11 10:49:49.609211 	0.27291104	10	1	4	8
 2023-11-11 10:54:45.464311 	0.186673568	10	1	5	8
 2023-11-11 11:01:34.244308 	0.184900029	10	1	5	8
 2023-11-11 11:07:12.283972 	0.184453018	10	1	5	8
 2023-11-11 11:12:00.549905 	0.189369548	10	1	5	8
 2023-11-11 11:18:52.841426 	0.182705678	10	1	5	8
 2023-11-11 11:24:15.508794 	0.180551434	10	1	6	8
 2023-11-11 11:28:17.393508 	0.180602052	10	1	6	8
 2023-11-11 11:33:08.536765 	0.18537693	10	1	6	8
 2023-11-11 11:39:31.320673 	0.185004982	10	1	6	8
 2023-11-11 11:45:09.237677 	0.183316834	10	1	6	8
 2023-11-11 11:49:42.682114 	0.355300439	10	1	7	8
 2023-11-11 11:53:10.756961 	0.354188088	10	1	7	8
 2023-11-11 11:56:37.057394 	0.355974153	10	1	7	8
 2023-11-11 12:00:26.456686 	0.354200121	10	1	7	8
 2023-11-11 12:04:04.487845 	0.359885993	10	1	7	8
 2023-11-11 12:14:56.547127 	0.272577923	10	1	4	9
 2023-11-11 12:19:27.874877 	0.273506284	10	1	4	9
 2023-11-11 12:23:13.655382 	0.276213325	10	1	4	9
 2023-11-11 12:29:03.87839 	0.277577997	10	1	4	9
 2023-11-11 12:33:48.927523 	0.275474269	10	1	4	9
